ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΕΝΝΙΑ ΓΕΩΡΓΙΑ του Σωκράτη,ΔΟΥΖΙΝΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευαγγέλου,ΔΡΙΤΣΑΣ ΘΕΟΔΩΡΟΣ του Παναγιώτη,ΜΑΛΤΕΖΟΣ ΓΡΗΓΟΡΙΟΣ του Θεμιστοκλή,ΜΠΑΪΡΑΜΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΠΕΝΕΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΡΕΠΟΥΣΗ ΜΑΡΙΑ του Βασιλείου,ΣΤΑΜΑΤΑΚΗ ΕΛΕΝΗ του Παναγιώτη,Νέα Δημοκρατία,ΑΒΡΑΝΤΙΝΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Ιωάννη,ΔΟΥΝΙΑ ΠΑΝΑΓΙΩΤΑ (ΝΟΝΗ) του Δημητρίου ,ΚΑΛΑΓΙΑ ΜΑΡΙΑ του Ηλία,ΚΑΤΣΑΦΑΔΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΩΛΑΚΟΣ ΝΙΚΟΛΑΟΣ  του Πέτρου ,ΜΕΛΑΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΜΠΟΥΤΣΙΚΑΚΗΣ ΧΡΙΣΤΟΦΟΡΟΣ-ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΡΟΥΣΣΟΥ ΖΩΗ του Ευαγγέλου-Αντωνίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΤΖΟΓΛΟΥ ΣΤΥΛΙΑΝΟΣ του Μιχαήλ,ΚΑΤΣΟΥΛΗ ΠΑΓΩΝΑ του Γεωργίου,ΚΟΥΖΗΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,ΜΑΥΡΟΜΜΑΤΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΝΙΑΟΥΡΗ ΜΑΡΙΑ του Χρήστου,ΞΗΡΑΚΙΑ ΑΝΔΡΙΑΝΗ του Λάμπρου,ΠΟΤΟΥΡΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ανδρέα,Κίνημα Αλλαγής,ΑΘΑΝΑΣΙΑΔΗΣ ΛΑΖΑΡΟΣ (ΤΑΚΗΣ) του Θεοδώρου,ΑΝΑΓΝΩΣΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Σταματίου,ΑΡΚΑΛΑΚΗ ΑΡΓΥΡΩ (ΡΟΥΛΑ) του Ευτυχίου ,ΒΟΥΡΕΞΑΚΗ - ΤΑΜΠΟΥΡΑΤΖΗ ΚΑΤΕΡΙΝΑ (ΚΑΤΙΝΑ) του Αναστασίου,ΚΑΤΣΑΦΑΔΟΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΜΑΝΟΥΣΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Ιωάννη,ΠΟΝΤΑΣ ΑΠΟΣΤΟΛΟΣ του Ηλία,ΧΡΥΣΟΦΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Ιακώβου,Κ.Κ.Ε.,ΔΙΓΕΝΗ ΑΣΗΜΙΝΑ (ΣΕΜΙΝΑ) του Αναστασίου ,ΚΑΡΠΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΜΑΝΟΥΣΟΓΙΑΝΝΑΚΗΣ ΙΩΑΝΝΗΣ του Ιωσήφ,ΜΑΡΟΥΠΑΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου ,ΜΟΦΟΡΗΣ ΓΡΗΓΟΡΙΟΣ του Σταύρου,ΞΕΚΑΛΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου ,ΠΑΝΤΕΛΑΚΗ ΕΛΠΙΔΑ του Αντωνίου,ΧΑΤΖΗΔΑΚΗ ΕΥΤΥΧΙΑ του Γεωργίου ,Ένωση Κεντρώων,ΒΕΡΥΚΑΚΗ ΕΛΛΑΣ (ΕΛΙΝΑ) του Γεωργίου ,ΚΑΡΑΚΑΤΣΑΝΗΣ ΑΠΟΣΤΟΛΟΣ του Μιχαήλ,ΜΠΑΛΑΣΚΑΣ ΑΡΙΣΤΟΜΕΝΗΣ του Παναγιώτη ,ΠΑΝΑΓΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΣΙΜΟΣ ΙΩΑΝΝΗΣ του Ευγενίου ,ΤΡΑΚΑΚΗ ΑΓΓΕΛΙΚΗ του Δημητρίου ,ΨΩΜΑ ΣΤΥΛΙΑΝΗ (ΣΤΕΛΛΑ) του Φωτίου ,Ο.Κ.Δ.Ε.,ΤΣΟΛΑΚΑΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΛΦΙΕΡΗΣ ΑΝΤΩΝΙΟΣ του Ευτυχίου,ΑΝΑΣΤΑΣΙΑΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου ,ΔΕΛΑΓΡΑΜΜΑΤΙΚΑ ΓΑΡΥΦΑΛΛΙΑ (ΦΥΛΛΙΑ) του Γεωργίου ,ΔΙΑΒΟΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Στυλιανού ,ΜΑΚΡΗΣ ΓΕΡΑΣΙΜΟΣ του Κωνσταντίνου ,ΜΠΕΣΗΣ ΠΑΥΛΟΣ ΑΝΔΡΕΑΣ του Σπύρου Νεκταρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΓΑ του Γεωργίου,ΠΥΛΑΡΙΝΟΥ ΔΙΟΝΥΣΙΑ του Γεωργίου ,Ελλήνων Συνέλευσις,ΘΕΟΔΩΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Θεοδώρου,ΚΟΥΡΤΕΣΗΣ ΑΛΕΞΑΝΔΡΟΣ του Δημοσθένη ,ΜΕΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου ,ΜΠΟΥΜΠΟΥΛΗ ΜΑΡΙΑ του Χρύσανθου,ΤΣΙΑΜΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου ,ΤΣΟΡΗΣ ΣΩΤΗΡΙΟΣ του Κωνσταντίνου ,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΕΥΣΤΑΘΙΟΥ - ΓΕΩΡΓΙΟΥ ΜΑΡΙΑ του Χρήστου ,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΜΟΛΕΓΚΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου ,ΚΙΣΑΝΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου ,ΜΟΣΧΟΥ ΒΑΣΙΛΕΙΟΣ του Παράσχου ,ΠΑΝΤΕΛΑΡΟΣ ΘΕΟΔΟΣΙΟΣ του Ισιδώρου,ΣΚΥΛΙΤΣΗ ΑΝΝΑ του Γεωργίου ,ΦΡΑΓΚΙΑΔΑΚΗΣ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,ΨΩΜΑΤΑΚΗ ΝΙΚΗ του Θεοδώρου ,ΨΩΜΙΑΔΟΥ ΧΡΥΣΟΥΛΑ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΑΝΤΩΝΙΟΥ ΒΑΣΙΛΙΚΗ του Χρήστου ,ΜΠΕΛΕΣΗ ΧΡΥΣΟΥΛΑ - ΧΡΥΣΑΦΩ του Γεωργίου ,ΤΣΟΥΓΚΡΑΝΗΣ ΓΕΩΡΓΙΟΣ του Προδρόμου,Μ-Λ Κ.Κ.Ε.,ΝΙΚΗΤΑ ΑΔΑΜΑΝΤΙΑ του Δημητρίου ,ΣΤΑΥΡΙΔΗΣ ΙΩΣΗΦ του Σταύρου ,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΙΩΑΝΝΙΔΟΥ ΠΟΛΥΞΕΝΗ (ΞΕΝΙΑ) του Ιωάννου,ΚΡΕΜΑΣΤΙΩΤΟΥ ΕΛΕΝΗ του Παύλου,ΜΙΧΑΛΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου ,ΣΤΕΡΓΙΟΥΛΗ ΧΑΡΙΚΛΕΙΑ του Μιχαήλ ,ΣΤΕΦΑΝΟΥ ΓΕΩΡΓΙΟΣ του Χαράλαμπου ,ΦΟΥΝΤΟΥΛΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου ,Λαϊκή Ενότητα,ΑΜΙΡΑΛΗΣ ΕΛΕΥΘΕΡΙΟΣ του Εμμανουήλ,ΚΑΛΛΙΜΑΓΕΙΡΟΥ ΕΛΕΥΘΕΡΙΑ του Αναστασίου ,ΚΑΝΤΑΣ ΑΡΙΣΤΟΤΕΛΗΣ του Βασιλείου ,ΜΠΑΔΟΓΙΑΝΝΗΣ ΠΡΟΚΟΠΙΟΣ (ΑΚΗΣ) του Γεωργίου ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Ευστρατίου ,ΠΕΤΟΥΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου ,ΜέΡΑ25,ΖΟΥΓΑΝΕΛΗ ΠΑΝΑΓΙΩΤΑ (ΠΟΛΑ) του Νικολάου ,ΚΑΝΑΡΕΛΗΣ ΝΙΚΟΛΑΟΣ του Θεοδώρου ,ΚΥΡΙΑΚΙΔΗΣ ΙΩΑΝΝΗΣ  του Ευσταθίου ,ΠΑΡΤΑΚΤΖΟΓΛΟΥ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΣΤΡΑΤΟΥ ΔΑΝΑΗ του Φαίδωνα,ΧΑΡΑΛΑΜΠΑΚΗΣ ΙΩΑΝΝΗΣ του Θεοδώρου ,Δημιουργία ξανά - Θ. Τζήμερος,ΕΥΓΕΝΙΔΟΥ ΑΝΔΡΟΝΙΚΗ του Γεωργίου ,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΓΡΙΒΑ ΒΑΣΙΛΙΚΗ του Λεωνίδα,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΜΠΙΜΠΙΛΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου 
40 - Α' Πειραιώς,113 E.T. Δήμου Πειραιώς,568,324,2,1,3,321,103,19,15,40,2,3,19,19,22,142,20,31,21,46,23,32,25,14,9,5,2,3,1,3,1,0,16,2,0,4,2,7,5,2,0,16,7,1,3,2,2,0,4,1,6,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,4,1,1,0,4,3,1,0,0,0,0,0,1,0,0,2,1,1,1,0,1,0,1,0,1,0,0,1,0,9,2,0,0,1,6,0,3,2,0,0,3,0
40 - Α' Πειραιώς,114 E.T. Δήμου Πειραιώς,545,332,7,2,9,323,107,24,17,34,2,4,18,20,27,127,23,23,13,55,14,27,16,20,8,4,0,3,0,1,0,1,11,3,2,1,3,1,3,3,2,18,9,1,1,4,0,2,9,3,8,0,0,2,0,3,1,1,0,0,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,1,1,1,0,4,1,1,4,0,0,0,0,0,0,0,4,0,0,2,1,0,0,2,1,0,0,0,0,0,17,8,2,2,1,5,3,2,0,0,0,3,2
40 - Α' Πειραιώς,115 E.T. Δήμου Πειραιώς,559,299,4,3,7,292,98,18,17,32,9,12,12,28,18,125,9,24,15,48,26,21,19,16,12,3,4,3,1,6,0,0,17,2,2,3,1,3,9,2,2,11,4,1,2,0,1,0,5,1,6,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,8,3,0,1,2,3,1,2,2,0,0,4,1
40 - Α' Πειραιώς,116 E.T. Δήμου Πειραιώς,561,311,7,3,10,301,91,9,15,36,4,3,9,11,19,135,17,24,10,53,22,18,22,20,12,5,1,3,3,0,1,0,15,4,2,7,0,0,8,1,0,10,5,1,0,2,0,0,0,1,7,0,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,1,1,0,4,1,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,1,1,0,0,6,2,0,0,0,2,1,4,0,0,0,5,4
40 - Α' Πειραιώς,117 E.T. Δήμου Πειραιώς,539,299,4,1,5,294,92,19,10,32,3,8,14,19,10,138,16,24,21,54,27,34,16,20,11,2,3,6,0,1,0,0,12,2,2,2,1,2,6,1,1,13,8,0,2,0,3,0,3,0,3,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,5,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,3,0,1,2,3,0,3,1,0,0,2,1
40 - Α' Πειραιώς,118 E.T. Δήμου Πειραιώς,529,303,4,0,4,299,78,18,20,19,6,8,5,13,11,135,12,23,18,47,33,23,24,20,18,10,3,6,0,4,0,1,12,3,3,1,0,1,7,0,1,19,12,0,2,2,1,2,5,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,1,2,2,0,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,2,1,1,0,1,0,0,8,3,0,2,0,5,1,1,1,0,0,10,6
40 - Α' Πειραιώς,119 E.T. Δήμου Πειραιώς,531,284,6,1,7,277,93,16,13,32,6,6,12,21,22,130,14,26,11,47,26,30,27,15,10,4,2,4,1,0,1,1,10,1,0,2,3,7,0,4,0,15,9,2,1,1,0,1,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,3,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,2,3,1,0,0,0,0,4,3
40 - Α' Πειραιώς,120 E.T. Δήμου Πειραιώς,546,304,3,3,6,298,103,17,19,39,4,12,17,24,16,127,15,30,20,57,28,23,18,13,10,2,0,4,1,2,1,0,10,0,1,3,0,4,4,2,1,14,7,1,3,4,2,1,4,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2,1,0,4,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,8,2,3,1,1,4,3,0,0,0,0,10,7
40 - Α' Πειραιώς,121 E.T. Δήμου Πειραιώς,536,302,4,2,6,296,82,18,8,26,5,5,15,14,14,100,16,17,15,39,19,23,9,8,12,3,1,8,2,1,1,1,20,3,2,3,0,6,7,4,4,27,17,1,7,6,4,3,5,1,13,3,2,2,2,1,4,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,4,3,0,1,0,0,0,0,0,0,0,6,1,0,2,1,0,0,2,1,0,0,0,1,0,17,6,3,3,0,6,4,2,0,0,0,7,3
40 - Α' Πειραιώς,122 E.T. Δήμου Πειραιώς,541,291,5,1,6,285,73,9,11,27,6,4,5,17,12,118,18,22,8,60,20,18,21,16,7,4,2,1,1,1,1,1,7,0,2,2,2,3,3,1,0,30,13,0,4,8,3,0,5,1,8,1,1,1,4,0,2,1,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,12,2,0,0,1,7,6,2,2,1,1,1,0,1,1,1,2,0,0,1,0,1,0,2,0,1,0,0,1,0,13,2,0,1,3,4,3,2,1,0,0,5,2
40 - Α' Πειραιώς,123 E.T. Δήμου Πειραιώς,546,298,7,6,13,285,91,16,14,33,5,5,12,17,18,118,9,15,17,46,28,20,22,17,11,5,4,5,3,0,1,0,9,0,2,2,2,1,1,1,0,17,7,0,3,3,0,1,0,3,6,4,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,14,2,0,0,3,4,0,2,1,0,0,4,2
40 - Α' Πειραιώς,124 E.T. Δήμου Πειραιώς,568,301,4,2,6,295,80,14,8,29,8,7,10,24,16,122,16,24,16,41,34,25,23,17,14,5,4,5,2,0,1,0,14,1,2,3,0,2,1,2,1,21,9,3,1,4,2,2,3,1,4,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,12,4,0,3,1,5,2,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,4,2,1,0,0,4,0,12,1,1,1,0,2,0,2,1,0,0,6,1
40 - Α' Πειραιώς,125 E.T. Δήμου Πειραιώς,555,308,5,2,7,301,107,14,29,38,9,3,9,21,15,115,9,25,12,45,23,19,15,15,11,2,1,5,2,2,1,2,13,2,0,3,4,5,5,1,0,18,9,0,1,7,1,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,2,1,6,3,1,1,2,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,14,4,2,3,2,5,7,2,0,0,0,1,1
40 - Α' Πειραιώς,126 E.T. Δήμου Πειραιώς,558,302,1,4,5,297,101,11,23,38,5,1,16,28,14,127,29,23,11,49,19,22,24,18,11,6,2,5,1,0,1,2,16,2,5,3,1,2,6,1,5,15,6,1,1,2,1,0,6,2,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,9,5,2,0,2,2,1,3,1,0,0,4,2
40 - Α' Πειραιώς,127 E.T. Δήμου Πειραιώς,549,312,6,1,7,305,97,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,7,0
40 - Α' Πειραιώς,128 E.T. Δήμου Πειραιώς,557,284,1,0,1,283,81,11,23,43,5,8,11,21,14,137,16,29,19,52,24,28,22,16,2,0,0,0,0,0,1,0,10,1,1,2,0,3,3,1,0,18,8,1,2,2,0,0,6,3,4,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,2,4,1,1,2,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,13,3,1,0,1,7,1,5,2,0,0,2,0
40 - Α' Πειραιώς,129 E.T. Δήμου Πειραιώς,569,324,3,1,4,320,79,16,18,35,3,4,7,20,12,170,25,22,15,66,33,46,31,17,8,5,2,3,0,1,1,0,17,2,0,3,1,1,5,2,2,12,7,0,1,3,0,0,3,1,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1,0,3,1,1,1,0,0,5,5
40 - Α' Πειραιώς,130 E.T. Δήμου Πειραιώς,567,328,12,3,15,313,87,9,24,29,4,5,16,8,14,145,11,20,13,63,28,33,21,20,8,2,3,3,0,1,1,0,14,4,0,2,1,3,7,2,1,18,8,0,3,4,1,0,5,2,7,2,1,1,0,1,3,0,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,1,2,0,3,2,2,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,5,1,1,1,0,0,4,2
40 - Α' Πειραιώς,131 E.T. Δήμου Πειραιώς,567,311,7,2,9,302,74,8,20,31,5,12,15,11,10,139,20,19,15,59,30,28,19,18,4,3,1,2,0,1,0,0,21,1,2,5,3,4,1,6,0,21,11,3,3,1,2,1,2,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,2,1,1,10,3,1,1,1,0,1,1,0,0,0,3,0,1,0,0,0,1,1,0,0,1,0,0,0,12,5,1,3,2,6,2,2,1,0,0,4,2
40 - Α' Πειραιώς,132 E.T. Δήμου Πειραιώς,567,308,5,4,9,299,87,16,22,35,3,18,8,13,10,133,24,16,10,82,14,20,13,10,3,2,0,0,0,0,0,2,12,1,1,2,3,5,4,2,1,22,15,0,5,4,2,1,7,1,11,4,1,0,0,0,1,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,3,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,4,0,2,1,3,3,3,1,0,0,5,0
40 - Α' Πειραιώς,133 E.T. Δήμου Πειραιώς,568,329,0,1,1,328,86,11,15,32,8,4,15,19,27,153,23,23,19,64,22,22,31,22,14,7,0,4,1,2,1,0,14,2,2,4,2,3,10,2,0,18,13,1,2,2,2,0,5,1,11,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,12,3,1,0,0,6,6,1,3,0,0,0,0,0,0,0,3,0,1,0,0,1,2,0,0,0,0,0,0,0,7,0,1,1,1,1,0,3,0,0,0,5,3
40 - Α' Πειραιώς,134 E.T. Δήμου Πειραιώς,553,291,3,3,6,285,99,12,17,40,5,12,8,29,20,116,13,21,24,51,19,17,19,16,7,3,2,2,1,1,0,1,12,0,1,1,1,0,3,3,0,16,8,0,1,1,2,1,8,2,2,0,1,0,0,0,1,1,0,0,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,10,2,1,1,0,3,0,4,1,0,0,5,2
40 - Α' Πειραιώς,135 E.T. Δήμου Πειραιώς,552,303,4,5,9,294,92,25,24,25,3,5,11,20,22,128,16,14,14,53,25,32,26,20,7,4,2,3,2,1,0,0,23,0,2,5,1,5,6,7,0,13,8,0,0,2,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,12,2,2,1,0,5,2,2,0,0,0,5,4
40 - Α' Πειραιώς,136 E.T. Δήμου Πειραιώς,563,294,3,1,4,290,75,13,14,27,4,7,9,12,26,138,10,32,22,56,22,30,19,20,8,6,0,2,0,0,1,2,10,0,1,2,1,2,5,1,0,20,10,1,0,4,0,1,6,5,8,2,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,1,6,3,2,0,0,0,7,3
40 - Α' Πειραιώς,137 E.T. Δήμου Πειραιώς,568,321,2,1,3,318,94,16,23,29,4,7,9,27,18,154,29,27,21,48,23,39,29,15,13,6,4,4,2,2,1,1,13,1,3,4,0,7,4,1,1,16,11,0,0,3,2,0,5,2,6,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,2,0,0,0,0,0,0,9,2,1,1,1,2,2,1,1,0,0,2,1
40 - Α' Πειραιώς,138 E.T. Δήμου Πειραιώς,564,291,3,3,6,285,81,15,20,22,9,9,6,13,9,128,19,18,11,46,21,28,17,13,11,5,1,3,0,0,0,2,14,0,1,2,4,1,5,2,0,13,8,2,4,1,1,0,3,0,8,3,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,12,3,0,1,0,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,9,2,0,0,1,5,0,2,0,0,0,3,0
40 - Α' Πειραιώς,139 E.T. Δήμου Πειραιώς,568,329,5,1,6,323,97,10,17,34,1,7,11,32,15,134,13,25,20,64,26,35,17,16,2,2,0,1,0,0,0,0,19,2,4,6,1,5,11,1,1,17,8,0,4,2,1,4,10,2,4,1,0,0,1,1,0,1,0,0,5,3,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,8,3,1,1,1,4,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,15,3,2,2,2,3,1,5,1,0,0,10,1
40 - Α' Πειραιώς,140 E.T. Δήμου Πειραιώς,567,321,3,1,4,317,82,9,13,28,1,3,8,16,18,161,28,25,14,63,33,18,33,11,5,1,0,1,0,1,0,1,21,0,3,8,1,3,9,0,3,19,7,0,3,3,0,2,5,2,5,1,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,0,0,0,3,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,5,3,1,0,4,1,1,1,0,0,1,1
40 - Α' Πειραιώς,141 E.T. Δήμου Πειραιώς,565,317,6,1,7,310,90,20,13,35,4,12,10,11,20,126,21,32,11,38,20,26,30,16,7,3,1,3,0,1,0,0,11,1,1,2,1,2,4,2,0,27,15,1,3,6,1,0,8,3,5,2,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,5,1,0,2,1,4,0,0,0,0,0,0,0,18,4,2,1,0,4,2,6,0,0,0,5,2
40 - Α' Πειραιώς,142 E.T. Δήμου Πειραιώς,534,304,2,0,2,302,89,7,18,37,9,11,7,27,14,126,14,32,25,53,17,31,12,24,4,0,2,1,0,1,0,0,13,3,0,1,1,5,2,2,1,29,14,3,3,5,1,2,8,2,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,3,0,3,1,5,3,3,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,3,2,1,1,0,0,0,7,2,0,2,1,3,1,1,0,0,0,10,9
40 - Α' Πειραιώς,143 E.T. Δήμου Πειραιώς,570,356,5,1,6,350,126,10,28,47,3,17,11,33,14,139,12,32,13,61,24,34,17,19,7,5,3,2,0,0,1,1,26,5,3,1,6,10,6,6,6,22,11,1,1,5,0,0,2,1,5,0,1,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11,4,0,2,1,5,1,1,1,0,0,6,3
