ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΙΓΓΛΕΖΗ ΑΙΚΑΤΕΡΙΝΗ του Θεοδώρου,ΜΑΛΑΜΑ ΚΥΡΙΑΚΗ του Ιωάννη,ΠΑΝΟΣ ΙΩΑΚΕΙΜ του Χρήστου,ΣΑΚΚΑΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΤΟΣΚΑΣ ΛΑΖΑΡΟΣ του Ηλία,Νέα Δημοκρατία,ΒΑΓΙΩΝΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΚΑΡΑΝΑΣΙΟΣ ΕΥΘΥΜΙΟΣ του Βασιλείου,ΣΟΦΙΟΥ ΜΑΓΔΑΛΗΝΗ του Ευαγγέλου,ΤΑΣΙΟΣ ΓΡΗΓΟΡΙΟΣ του Γεωργίου,ΧΑΤΖΗΣΤΑΜΑΤΙΟΥ-ΛΕΜΟΝΙΑΔΟΥ ΕΛΕΥΘΕΡΙΑ (ΡΙΤΣΑ) του Ηλία,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΑΪΝΔΕΡΛΗ ΕΥΡΥΚΛΕΙΑ του Δημητρίου,ΒΛΑΧΟΥ ΣΩΤΗΡΙΑ του Ιωάννη,ΖΑΜΠΙΔΗΣ ΠΡΟΔΡΟΜΟΣ του Χαραλάμπους,ΜΑΝΩΛΑΣ ΑΡΙΣΤΟΤΕΛΗΣ του Γρηγορίου,ΧΑΣΑΠΗΣ ΑΣΤΕΡΙΟΣ του Δημητρίου,Κίνημα Αλλαγής,ΒΛΑΧΟΠΟΥΛΟΣ ΜΙΧΑΗΛ του Αστερίου,ΕΥΤΑΤΟΓΛΟΥ ΑΝΑΣΤΑΣΙΑ του Νικολάου,ΖΕΠΠΟΥ ΜΑΡΘΑ του Ιωάννη,ΚΑΝΕΛΗΣ ΑΡΙΣΤΕΙΔΗΣ του Δημητρίου,ΠΑΝΑΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,Κ.Κ.Ε.,ΖΑΧΑΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Γερασίμου,ΛΥΡΤΖΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΜΩΥΣΙΑΔΟΥ ΧΡΙΣΤΙΝΑ του Δημητρίου,ΠΑΝΤΕΛΗΣ ΛΑΖΑΡΟΣ του Αστερίου,ΧΡΙΣΤΙΑΝΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,Ένωση Κεντρώων,ΑΛΕΞΙΟΥ ΧΡΗΣΤΟΣ του Αθανασίου,ΣΑΚΟΛΕΒΑ ΜΑΡΙΑ του Σωτηρίου,ΤΣΑΟΥΡΕΛΟΣ ΘΕΟΔΩΡΟΣ του Στυλιανού,Ο.Κ.Δ.Ε.,ΑΝΤΩΝΙΟΥ ΣΤΕΡΓΙΑΝΗ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΛΑΧΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΖΑΦΕΙΡΟΥΛΗ ΒΡΕΤΟΥ ΦΑΝΗ του Βασιλείου,ΡΗΓΟΠΟΥΛΟΣ ΦΡΑΓΚΙΣΚΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΑΛΕΥΡΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΚΑΜΠΟΥΡΗΣ ΑΝΤΩΝΙΟΣ του Χρήστου,ΜΟΥΣΤΑΚΑ ΜΑΡΙΑ του Παναγιώτη,ΣΑΡΗΓΙΑΝΝΙΔΗΣ ΑΛΚΗΣ του Χρήστου,ΧΑΡΙΤΟΥ ΜΑΡΓΑΡΙΤΑ του Αποστόλου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΥΖΑ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΕΛΙΟΔΩΡΟΥ ΝΙΚΟΛΑΟΣ του Στυλιανού,ΜΠΑΒΕΛΗ ΘΕΟΔΩΡΑ του Ζαρίφη,ΟΙΚΟΝΟΜΟΥ ΑΡΙΣΤΕΙΔΗΣ του Νικολάου,ΠΙΤΟΥΛΑΣ ΕΛΕΥΘΕΡΙΟΣ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΓΕΩΡΓΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΜΑΝΔΕΛΕΝΑΚΗ ΖΩΗ του Ηλία,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΜΑΥΡΟΥΔΗΣ ΛΑΜΠΡΟΣ του Αναστασίου,ΣΙΔΗΡΟΠΟΥΛΟΥ ΚΥΡΙΑΚΟΥΛΑ του Κωνσταντίνου,ΤΣΟΜΑΚΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,Λαϊκή Ενότητα,ΑΜΑΝΑΤΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοφίλου,ΓΡΑΣΣΟΥ ΚΑΛΙΡΡΟΗ του Γεωργίου,ΔΕΡΓΙΑΔΕ-ΚΑΝΤΑΡΑ ΜΑΡΙΑ του Λεωνίδα,ΠΑΣΧΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αντωνίου,ΜέΡΑ25,ΜΠΑΡΜΠΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΣΟΦΤΣΗ ΜΑΡΙΑ του Βασιλείου,ΧΟΥΧΟΥΤΑΣ ΝΙΚΗΤΑΣ του Αθανασίου,Δημιουργία ξανά - Θ. Τζήμερος,ΒΑΓΓΛΗΣ ΑΣΤΕΡΙΟΣ (ΣΤΕΡΓΙΟΣ) του Αγγέλου,ΚΛΗΜΑΤΣΙΔΑ ΣΩΣΑΝΝΑ του Αστερίου,ΣΑΚΕΛΛΑΡΗΣ ΣΩΤΗΡΙΟΣ του Βασιλείου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΕΥΣΤΑΘΙΟΥ ΓΕΡΑΚΙΝΑ του Χριστοδούλου,ΚΥΠΡΑΙΟΥ ΕΛΕΝΗ του Βασιλείου,ΤΡΕΝΤΟΣ ΓΕΩΡΓΙΟΣ του Πέτρου
9 - Χαλκιδικής,144 E.T. Δήμου Νέας Προποντίδας,521,339,2,1,3,336,83,16,14,6,19,4,100,45,13,2,24,0,25,0,3,2,8,9,53,1,3,0,1,41,11,3,0,1,2,0,3,1,1,0,0,0,2,0,0,1,16,0,0,0,15,0,22,5,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,3,1,0,6,1,0,0,7,1,1,0
9 - Χαλκιδικής,145 E.T. Δήμου Πολυγύρου,431,270,3,6,9,261,63,18,8,4,10,6,79,26,32,1,3,3,9,0,1,2,3,1,35,1,4,3,0,20,24,3,2,3,0,12,4,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,18,3,8,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,14,2,5,2,2,0,0,0,6,0,0,0
9 - Χαλκιδικής,146 E.T. Δήμου Πολυγύρου,371,240,4,3,7,233,53,18,5,3,2,6,99,18,43,8,8,4,8,1,1,3,1,1,20,5,4,1,0,8,26,5,2,4,0,10,7,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,6,2,2,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,0,2,1,1,0,0,0,2,0,0,0
9 - Χαλκιδικής,147 E.T. Δήμου Πολυγύρου,329,227,3,1,4,223,52,17,7,1,2,11,108,49,18,1,12,11,11,4,2,0,2,1,13,3,1,2,0,3,12,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,8,1,1,1,2,0,0,0,4,0,0,0
9 - Χαλκιδικής,148 E.T. Δήμου Πολυγύρου,519,311,4,1,5,306,57,8,13,3,1,10,167,47,43,6,31,11,24,3,2,1,7,4,2,0,0,0,0,2,9,1,0,2,0,2,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14,3,1,2,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,6,3,2,0,5,0,0,0,6,0,0,0
9 - Χαλκιδικής,149 E.T. Δήμου Πολυγύρου,472,281,3,0,3,278,62,6,15,4,6,6,130,25,36,3,28,9,13,2,4,1,6,0,11,0,1,0,0,8,5,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,5,3,1,3,3,0,0,0,0,0,0,0,0,8,0,0,8,0,7,1,1,0,2,0,0,1,10,6,1,0
9 - Χαλκιδικής,150 E.T. Δήμου Πολυγύρου,471,289,3,0,3,286,47,12,12,6,3,3,175,35,53,9,42,10,16,0,1,1,11,1,7,2,0,2,0,1,3,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,2,3,0,5,0,0,0,7,0,0,0
9 - Χαλκιδικής,151 E.T. Δήμου Πολυγύρου,470,267,5,2,7,260,53,22,16,3,6,1,118,43,39,5,24,2,25,0,3,3,14,3,13,0,1,2,1,4,6,1,2,0,0,3,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,15,7,2,3,2,1,0,0,0,0,3,1,0,0,3,1,0,0,1,14,3,4,0,2,1,0,0,4,3,0,0
9 - Χαλκιδικής,152 E.T. Δήμου Πολυγύρου,485,290,5,0,5,285,65,14,21,3,6,7,116,33,28,6,26,2,17,1,3,1,8,0,26,1,3,6,0,12,13,0,5,1,0,2,9,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,14,4,0,2,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,1,3,3,0,0,0,0,4,0,0,0
9 - Χαλκιδικής,153 E.T. Δήμου Πολυγύρου,471,294,3,2,5,289,51,8,19,1,9,5,143,30,40,5,38,12,24,1,4,2,9,4,17,3,0,1,0,10,6,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,4,1,1,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13,2,2,0,5,0,0,0,8,0,0,0
9 - Χαλκιδικής,154 E.T. Δήμου Πολυγύρου,332,207,4,4,8,199,36,10,10,2,3,4,119,36,32,4,23,3,10,0,1,1,2,0,11,0,2,1,0,5,6,3,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,2,0,0,0
9 - Χαλκιδικής,155 E.T. Δήμου Πολυγύρου,318,204,1,2,3,201,67,17,22,4,3,6,77,26,20,2,13,1,12,0,0,3,3,3,23,3,5,8,1,4,9,2,2,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0
9 - Χαλκιδικής,156 E.T. Δήμου Πολυγύρου,386,305,5,1,6,299,113,7,24,16,23,15,99,35,41,2,8,4,9,0,2,1,4,1,32,3,3,7,0,10,24,3,7,0,0,9,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,4,3,0,0,1,0,0,0,4,0,0,0
9 - Χαλκιδικής,157 E.T. Δήμου Πολυγύρου,462,321,8,2,10,311,123,11,41,13,17,12,119,30,59,2,12,3,10,2,0,0,4,2,27,4,2,7,0,10,11,0,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,2,3,0,0,0,0,4,0,0,0
9 - Χαλκιδικής,158 E.T. Δήμου Πολυγύρου,427,284,3,2,5,279,63,22,12,5,9,3,145,71,30,5,23,0,18,1,0,3,8,3,19,0,3,3,0,12,5,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,3,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,5,0,1,3,1,0,0,0,2,0,0,0
9 - Χαλκιδικής,159 E.T. Δήμου Πολυγύρου,337,237,4,2,6,231,56,12,17,3,6,5,100,32,30,7,20,1,6,2,0,2,1,0,37,2,1,11,0,17,4,0,0,0,1,0,5,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,13,3,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,1,0,2,0,1,1
9 - Χαλκιδικής,160 E.T. Δήμου Πολυγύρου,263,173,0,0,0,173,60,11,19,10,4,2,93,29,29,2,14,5,4,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0
9 - Χαλκιδικής,161 E.T. Δήμου Πολυγύρου,332,220,2,1,3,217,84,20,30,7,2,7,80,24,31,1,12,3,8,0,2,1,2,1,21,2,1,4,0,13,6,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,2,3,0,0,0,2,0,0,0
9 - Χαλκιδικής,162 E.T. Δήμου Πολυγύρου,278,172,2,1,3,169,45,9,1,1,4,15,82,44,16,2,10,2,13,0,0,3,1,2,13,1,0,2,0,8,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,0,0,0
9 - Χαλκιδικής,163 E.T. Δήμου Πολυγύρου,313,191,2,1,3,188,44,19,4,0,7,9,100,36,30,0,16,5,12,0,2,2,5,1,11,4,0,2,0,3,5,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,2,0,0,0
9 - Χαλκιδικής,164 E.T. Δήμου Πολυγύρου,290,142,3,0,3,139,39,6,8,5,9,2,65,20,15,0,18,1,4,1,0,0,2,1,8,1,1,4,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,4,2,0,0,0,1,0,0,0
9 - Χαλκιδικής,165 E.T. Δήμου Πολυγύρου,300,143,2,0,2,141,44,10,5,1,11,4,51,16,21,2,10,0,4,0,0,0,1,3,5,2,0,0,0,1,4,0,1,1,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,6,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,4,1,0,0,0,1,0,0,0
9 - Χαλκιδικής,166 E.T. Δήμου Πολυγύρου,555,327,2,3,5,322,115,7,5,21,67,1,108,27,27,6,43,0,15,1,1,0,6,2,13,0,3,3,1,2,21,1,4,3,0,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,1,1,1,2,8,0,0,0,1,0,0,0,1,0,0,0,0,12,1,1,6,3,0,0,0,8,0,0,0
9 - Χαλκιδικής,167 E.T. Δήμου Πολυγύρου,540,315,4,1,5,310,105,5,10,21,62,2,117,34,27,2,36,5,9,0,0,0,7,0,17,1,5,1,1,8,18,2,2,4,0,9,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,14,2,1,3,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,19,0,3,12,2,0,0,0,3,0,0,0
9 - Χαλκιδικής,168 E.T. Δήμου Πολυγύρου,542,322,1,1,2,320,92,5,6,15,56,2,123,29,31,2,48,5,13,0,5,1,5,1,15,1,2,0,0,11,21,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,2,0,2,1,7,0,1,0,2,0,0,0,2,0,0,0,0,18,0,1,8,3,0,0,0,7,0,0,0
9 - Χαλκιδικής,169 E.T. Δήμου Πολυγύρου,544,323,2,2,4,319,83,1,1,18,55,0,142,45,46,7,29,1,19,2,0,4,8,0,19,1,7,2,1,8,8,1,3,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,1,1,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,16,0,5,5,1,1,0,0,5,2,0,0
9 - Χαλκιδικής,170 E.T. Δήμου Πολυγύρου,528,302,4,1,5,297,100,4,3,28,57,0,110,34,21,5,33,1,10,1,0,1,6,1,11,1,3,2,1,1,19,1,0,1,0,11,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13,3,0,1,0,3,6,0,0,0,0,0,0,0,2,0,0,0,0,12,0,3,4,1,0,0,0,8,0,0,0
9 - Χαλκιδικής,171 E.T. Δήμου Πολυγύρου,536,282,3,4,7,275,72,0,3,18,40,8,113,28,29,2,36,2,20,0,3,1,13,0,14,1,3,2,0,6,28,3,2,5,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,1,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,11,1,1,7,3,1,0,0,3,0,0,0
9 - Χαλκιδικής,172 E.T. Δήμου Πολυγύρου,531,297,4,5,9,288,94,3,12,18,47,6,123,34,12,6,59,2,9,0,2,1,5,0,21,1,5,1,1,12,15,5,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,3,5,1,0,0,0,3,0,0,0
9 - Χαλκιδικής,173 E.T. Δήμου Πολυγύρου,309,201,4,1,5,196,26,8,3,0,4,0,94,19,42,1,18,11,17,1,2,0,5,6,34,1,1,6,2,18,6,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,1,7,2,0,0,0,0,0,0,2,0,1,0
9 - Χαλκιδικής,174 E.T. Δήμου Πολυγύρου,262,152,3,1,4,148,21,4,4,3,2,0,80,18,23,4,19,6,14,0,2,4,4,1,9,0,0,1,0,7,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,0,1,0,0,0,1,0,0,0
9 - Χαλκιδικής,175 E.T. Δήμου Πολυγύρου,547,368,1,6,7,361,94,15,14,18,18,9,199,68,53,5,56,4,16,2,1,1,9,2,10,3,2,1,1,3,4,1,0,0,0,2,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,1,0,2,1,0,2,0,0,0,3,0,0,0,1,0,0,0,0,10,1,1,5,2,0,0,0,3,0,0,0
9 - Χαλκιδικής,176 E.T. Δήμου Πολυγύρου,576,350,1,6,7,343,63,14,13,13,7,7,187,50,59,9,52,1,25,1,1,2,14,5,12,1,0,2,1,8,1,1,0,0,0,0,4,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,27,8,1,6,7,1,0,0,0,0,6,4,1,1,0,0,0,0,0,8,1,3,4,0,0,0,0,9,4,0,0
9 - Χαλκιδικής,177 E.T. Δήμου Πολυγύρου,199,124,2,1,3,121,21,0,2,0,2,10,77,41,17,2,4,2,6,1,0,0,4,1,4,0,0,1,0,2,3,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0
9 - Χαλκιδικής,178 E.T. Δήμου Πολυγύρου,375,239,8,2,10,229,62,21,9,3,17,1,79,31,18,1,18,1,13,0,1,0,9,0,52,0,48,0,1,1,8,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,3,0,0,0
9 - Χαλκιδικής,179 E.T. Δήμου Πολυγύρου,372,238,2,1,3,235,40,9,7,2,14,2,97,27,23,5,35,0,22,1,2,1,13,0,41,0,35,2,0,3,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,1,4,4,3,0,0,0,0,2,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,4,0,0,0
9 - Χαλκιδικής,180 E.T. Δήμου Πολυγύρου,398,243,5,1,6,237,56,6,11,6,26,4,90,27,27,3,21,1,15,1,3,1,7,0,41,0,38,0,0,2,6,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,1,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,2,3,1,0,0,0,4,0,0,0
9 - Χαλκιδικής,181 E.T. Δήμου Πολυγύρου,343,246,5,2,7,239,76,14,23,8,13,0,109,9,49,1,41,0,2,0,0,0,1,0,9,2,0,1,0,4,6,1,0,0,1,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,19,3,5,5,3,0,0,0,0,0,0,0
9 - Χαλκιδικής,182 E.T. Δήμου Πολυγύρου,457,308,2,3,5,303,53,15,11,1,7,6,167,31,56,6,45,2,11,0,1,1,5,0,25,5,8,3,1,4,12,0,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,5,1,0,0,3,0,0,0,4,0,0,0
9 - Χαλκιδικής,183 E.T. Δήμου Πολυγύρου,404,236,2,3,5,231,85,11,23,8,10,8,85,27,13,5,24,0,13,0,5,0,6,1,13,0,0,1,0,7,17,1,10,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,3,4,1,0,0,0,3,2,0,0
9 - Χαλκιδικής,184 E.T. Δήμου Πολυγύρου,349,248,1,0,1,247,64,6,17,10,8,7,99,30,34,1,24,1,10,0,2,1,5,0,22,1,3,2,0,10,18,0,12,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,12,0,3,2,8,0,0,0,5,0,0,0
9 - Χαλκιδικής,185 E.T. Δήμου Πολυγύρου,421,279,1,3,4,275,94,14,34,11,16,2,103,32,32,6,24,0,13,2,1,0,7,2,28,1,8,3,0,13,5,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,6,0,2,2,2,0,0,0,12,0,0,0
9 - Χαλκιδικής,186 E.T. Δήμου Πολυγύρου,539,398,4,5,9,389,84,11,22,11,19,10,219,33,81,1,94,0,6,0,1,0,3,0,29,0,0,11,2,6,7,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,15,0,2,12,3,0,0,0,5,0,0,0
9 - Χαλκιδικής,187 E.T. Δήμου Πολυγύρου,569,376,7,6,13,363,68,8,19,9,12,11,203,24,74,2,92,1,18,1,2,3,4,3,13,0,3,3,0,7,10,0,1,1,0,7,4,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,23,5,3,1,6,2,1,1,0,0,2,1,0,0,1,0,1,0,0,8,1,1,4,4,1,0,1,5,2,0,1
9 - Χαλκιδικής,188 E.T. Δήμου Πολυγύρου,553,384,8,2,10,374,81,10,27,12,16,7,205,38,68,5,85,1,20,0,5,2,8,1,15,1,2,3,2,4,13,0,3,0,1,8,5,2,0,2,1,0,1,0,0,1,0,0,0,0,0,0,11,2,0,3,4,0,0,0,0,0,3,1,1,0,1,1,0,0,0,12,0,4,7,0,0,0,0,6,0,2,0
9 - Χαλκιδικής,189 E.T. Δήμου Πολυγύρου,554,380,4,2,6,374,102,22,21,15,17,8,199,33,67,2,80,1,14,0,2,1,5,2,14,1,0,4,0,4,6,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,17,1,1,7,2,0,0,0,5,0,0,0
9 - Χαλκιδικής,190 E.T. Δήμου Πολυγύρου,533,361,3,3,6,355,100,20,27,15,14,12,162,31,41,4,63,3,10,1,0,0,5,0,18,3,2,3,0,5,18,1,2,1,0,6,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,15,5,0,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,13,3,2,6,3,0,0,0,5,0,0,0
9 - Χαλκιδικής,191 E.T. Δήμου Πολυγύρου,534,378,7,1,8,370,91,14,32,8,14,5,176,27,56,1,69,5,15,2,2,1,6,0,16,2,1,4,0,7,19,0,2,1,0,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,1,1,12,3,0,0,0,4,0,0,0
9 - Χαλκιδικής,192 E.T. Δήμου Πολυγύρου,529,338,4,2,6,332,77,14,16,7,14,13,172,22,85,4,49,0,20,0,2,4,7,1,6,0,1,1,1,3,13,1,2,0,0,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1,1,0,2,1,2,0,1,0,4,0,0,0,0,0,0,0,0,11,1,1,5,7,0,0,0,4,0,0,0
9 - Χαλκιδικής,193 E.T. Δήμου Πολυγύρου,526,346,4,0,4,342,74,14,13,8,9,15,180,26,57,5,76,0,12,1,1,1,4,2,24,3,1,4,2,11,7,0,1,0,0,4,6,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,10,4,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,14,1,1,10,4,1,0,0,5,2,1,0
9 - Χαλκιδικής,194 E.T. Δήμου Πολυγύρου,533,359,1,1,2,357,54,4,9,9,9,9,204,20,80,5,85,0,19,0,1,1,2,5,15,1,3,1,0,6,14,0,2,0,0,9,6,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,13,2,1,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,13,0,1,8,5,0,0,0,3,0,0,0
9 - Χαλκιδικής,195 E.T. Δήμου Πολυγύρου,241,171,2,2,4,167,26,3,11,7,0,1,98,25,29,1,33,0,15,0,1,1,11,0,5,1,3,1,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0
9 - Χαλκιδικής,196 E.T. Δήμου Πολυγύρου,336,262,3,0,3,259,34,12,4,6,5,1,167,18,60,1,70,0,10,1,2,1,3,2,10,1,0,5,0,4,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15,3,1,4,3,0,0,0,2,0,0,0
