ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΑΒΡΗΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΓΚΙΟΛΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΑΡΑΣΤΑΜΑΤΗ ΜΑΡΙΑ του Στέφανου,ΝΙΚΟΛΑΡΑΚΟΣ ΠΑΝΑΓΙΩΤΗΣ του Πέτρου,ΣΚΟΥΡΤΗ ΠΑΡΑΣΚΕΥΗ (ΒΙΒΗ) του Δημητρίου,Νέα Δημοκρατία,ΑΝΔΡΙΑΝΟΣ ΙΩΑΝΝΗΣ του Σωτηρίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ευαγγέλου,ΠΡΟΣΙΛΗΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΡΟΜΠΟΤΗΣ ΣΠΥΡΙΔΩΝ του Βασιλείου,ΤΑΝΤΑΡΟΥ-ΚΡΙΓΓΟΥ ΘΕΟΔΟΣΙΑ (ΣΟΝΙΑ) του Δημητρίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΚΑΛΑΘΑ ΔΙΟΝΥΣΙΑ του Βασιλείου,ΜΟΥΛΟΥ ΚΥΡΙΑΚΗ του Γεωργίου,ΟΥΛΗΣ ΑΝΔΡΕΑΣ του Αθανασίου,ΡΕΝΤΕΤΑΚΟΣ ΓΕΩΡΓΙΟΣ του Πέτρου,ΤΣΙΡΙΚΟΣ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,Κίνημα Αλλαγής,ΚΑΡΟΥΣΗ-ΤΑΣΑΙΝΑ ΣΤΑΜΑΤΙΑ του Παναγιώτη,ΜΑΝΙΑΤΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΝΙΚΟΛΑΟΥ ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΠΟΥΛΑΣ ΑΝΔΡΕΑΣ του Θεοδοσίου,ΣΤΕΦΑΝΟΥ ΙΩΑΝΝΗΣ του Μιλτιάδη,Κ.Κ.Ε.,ΑΓΓΕΛΟΥ ΑΝΑΣΤΑΣΙΟΣ του Νικολάου,ΑΝΤΩΝΙΟΥ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΓΚΟΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΚΑΛΑΪΤΖΗ ΜΑΡΙΑΝΘΗ του Αναστασίου,ΜΠΑΒΕΛΗ ΝΑΥΣΙΚΑ του Χρήστου,Ένωση Κεντρώων,ΖΕΡΒΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΣΤΑΥΡΟΥΛΑ του Χαράλαμπου,ΝΤΟΥΒΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ζαχαρία,Ο.Κ.Δ.Ε.,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Ιακώβου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΕΡΔΕ ΕΛΕΝΗ του Παναγιώτη,ΝΕΖΟΥ ΓΑΡΥΦΑΛΙΑ του Δημητρίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,Ελλήνων Συνέλευσις,ΓΙΑΝΝΑΚΑΚΗΣ ΕΥΑΓΓΕΛΟΣ του Μιχαήλ,ΔΑΡΑΣ ΙΩΑΝΝΗΣ του Λουκά,ΚΑΡΑΜΑΝΟΥ ΑΙΚΑΤΕΡΙΝΗ του Αναστασίου,ΚΑΡΑΜΠΗ ΙΩΑΝΝΑ του Δημητρίου,ΚΩΤΣΙΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΛΥΜΝΙΑΤΗΣ ΣΠΥΡΙΔΩΝ του Νικολάου,ΣΑΛΑΠΑΤΑΣ ΔΗΜΗΤΡΙΟΣ του Λεωνίδα,ΤΣΑΠΡΑΛΗ ΓΕΩΡΓΙΑ του Αθανασίου,Κ.Κ.Ε. (μ-λ),ΜΑΥΡΟΓΙΑΝΝΗΣ ΣΕΡΓΙΟΣ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΣΑΛΑΠΑΤΑΣ ΛΕΩΝΙΔΑΣ του Ανδρέα,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΑΛΟΓΕΡΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Παύλου,ΚΑΣΙΔΗ ΑΓΓΕΛΙΚΗ του Ευθυμίου,ΚΟΥΤΡΑ-ΞΥΛΙΝΑ ΜΑΡΙΝΑ του Θεοδώρου,ΠΑΤΡΙΝΟΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,Λαϊκή Ενότητα,ΒΑΣΙΛΕΙΟΥ ΔΗΜΗΤΡΙΟΣ του Σπήλιου,ΚΑΨΟΥΡΟΣ ΓΕΩΡΓΙΟΣ του Λεωνίδα,ΚΥΡΙΑΚΟΥ ΕΥΣΤΑΘΙΑ του Γεωργίου,ΜΙΧΑΛΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Διαμαντή,ΤΖΩΡΤΖΗ ΕΥΓΕΝΙΑ του Νικολάου,ΜέΡΑ25,ΓΕΩΡΓΟΠΟΥΛΟΣ - ΖΟΥΤΑΣ ΔΗΜΗΤΡΙΟΣ του Ανδριανού,ΛΑΜΠΡΟΥ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΟΙΚΟΝΟΜΟΠΟΥΛΟΥ ΚΡΙΝΙΩ του Παναγιώτη,Δημιουργία ξανά - Θ. Τζήμερος,ΓΥΑΛΙΣΤΡΑ ΑΛΕΞΑΝΔΡΑ του Διονυσίου,ΚΑΛΥΒΑΣ ΚΥΡΙΑΚΟΣ του Αθανασίου,ΚΟΡΙΛΗΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Περικλή
44 - Αργολίδος,147 E.T. Δήμου Ερμιονίδας,366,204,0,4,4,200,42,8,9,4,1,12,71,43,8,6,3,4,6,1,1,2,0,0,26,0,7,1,7,8,9,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,10,5,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,29,0,28,0,2,0,0,1,1,1
44 - Αργολίδος,148 E.T. Δήμου Ερμιονίδας,366,232,2,0,2,230,34,13,9,0,1,7,97,72,5,4,7,5,5,2,0,1,0,1,15,0,6,0,7,2,5,0,1,0,2,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,53,0,2,1,1,0,7,7
44 - Αργολίδος,149 E.T. Δήμου Ερμιονίδας,421,234,1,4,5,229,46,9,11,3,2,10,92,52,9,12,3,10,2,0,1,0,0,0,22,0,10,0,7,1,7,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,44,0,2,0,0,1,4,3
44 - Αργολίδος,150 E.T. Δήμου Ερμιονίδας,512,321,1,10,11,310,80,13,21,1,1,15,152,71,12,13,7,11,13,0,0,7,0,0,14,1,6,0,4,1,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,22,0,3,5,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,13,5,2,1,0,0,0,0,4,1
44 - Αργολίδος,151 E.T. Δήμου Ερμιονίδας,512,278,4,1,5,273,77,26,13,13,1,16,127,75,8,15,5,11,9,2,0,3,1,0,16,2,9,0,2,1,6,1,1,0,0,2,4,0,1,0,0,0,1,1,0,0,3,1,2,0,0,0,15,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2,1,1,2,1,0,0,5,4
44 - Αργολίδος,152 E.T. Δήμου Ερμιονίδας,512,307,4,3,7,300,68,15,14,4,3,19,152,67,7,29,11,14,10,0,0,4,4,0,16,3,7,1,2,3,7,0,0,1,0,3,6,2,1,1,1,0,0,0,0,0,9,2,6,0,0,1,10,2,7,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,11,4,1,3,2,0,1,0,6,5
44 - Αργολίδος,153 E.T. Δήμου Ερμιονίδας,395,266,4,1,5,261,83,22,17,2,9,12,75,33,5,7,5,16,4,1,0,1,1,0,41,0,27,0,12,1,18,1,0,4,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1,1,1,0,0,0,0,2,0,0,1,1,2,1,0,0,0,1,12,1,4,3,1,0,0,0,10,2
44 - Αργολίδος,154 E.T. Δήμου Ναυπλιέων,522,358,3,0,3,355,85,70,10,1,1,2,172,73,26,2,12,30,10,0,0,6,0,2,54,0,9,0,5,39,5,0,1,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,1,4,2,0,0,2,1
44 - Αργολίδος,155 E.T. Δήμου Ναυπλιέων,516,326,4,0,4,322,76,59,15,1,0,1,142,62,31,0,13,26,6,1,0,2,1,0,71,0,24,0,11,36,7,1,1,1,1,1,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,3,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,4,2,1,4,1,2,0,1,1
44 - Αργολίδος,156 E.T. Δήμου Ναυπλιέων,522,343,0,1,1,342,84,53,23,1,0,1,123,51,15,0,18,21,5,1,1,1,1,0,92,0,17,0,11,64,5,0,2,0,0,1,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,9,2,4,3,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,12,3,1,1,2,1,0,0,3,1
44 - Αργολίδος,157 E.T. Δήμου Ναυπλιέων,457,309,5,7,12,297,75,34,27,1,1,3,118,45,18,0,22,17,10,1,0,4,0,3,55,1,17,0,15,21,2,0,0,2,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,12,0,7,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,10,1,1,1,4,1,3,0,5,2
44 - Αργολίδος,158 E.T. Δήμου Ναυπλιέων,459,303,4,4,8,295,61,28,20,0,0,3,150,59,29,0,30,19,11,2,0,4,0,1,39,0,4,0,9,26,6,1,0,5,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,8,2,2,1,2,0,1,0,3,1
44 - Αργολίδος,159 E.T. Δήμου Ναυπλιέων,152,109,0,0,0,109,33,24,6,1,0,0,34,13,6,0,11,3,1,0,0,0,0,0,28,0,0,0,19,9,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,0,0,0,0,0,0
44 - Αργολίδος,160 E.T. Δήμου Ναυπλιέων,390,256,1,2,3,253,66,27,27,1,2,1,109,39,31,1,16,14,7,1,1,2,0,1,49,0,13,0,17,18,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,10,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,4,2
44 - Αργολίδος,161 E.T. Δήμου Ναυπλιέων,394,261,2,0,2,259,86,48,20,3,3,1,93,30,30,0,11,17,6,0,0,5,0,1,49,0,8,3,14,24,6,0,0,4,0,0,1,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,8,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,1,1
44 - Αργολίδος,162 E.T. Δήμου Ναυπλιέων,218,104,1,1,2,102,29,20,5,1,1,0,40,20,11,0,8,1,8,0,0,4,4,0,11,1,4,0,3,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1
44 - Αργολίδος,163 E.T. Δήμου Ναυπλιέων,557,382,1,3,4,378,89,26,35,2,4,0,204,57,42,0,65,21,7,0,0,6,0,0,40,0,6,0,11,20,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,3,0,0,0,14,4,4,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,9,2,0,2,4,2,0,0,2,1
44 - Αργολίδος,164 E.T. Δήμου Ναυπλιέων,567,358,3,3,6,352,58,24,20,4,3,1,202,66,28,2,70,18,3,0,0,1,0,2,53,0,9,2,14,25,6,0,0,1,0,1,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,11,1,4,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,7,2,0,3,2,0,0,2,5,2
44 - Αργολίδος,165 E.T. Δήμου Ναυπλιέων,441,268,1,0,1,267,69,20,16,5,4,1,107,47,31,1,5,20,8,0,0,2,0,0,36,0,7,0,28,1,12,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,18,14,0,4,0,0,6,1,2,3,1,1,0,0,0,0,0,0,0,4,1,0,0,3,0,5,0,0,2,0,0,0,0,1,0
44 - Αργολίδος,166 E.T. Δήμου Ναυπλιέων,424,257,2,2,4,253,72,21,19,4,3,4,87,43,14,0,5,18,13,0,0,9,0,2,48,0,13,2,31,2,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8,6,0,2,0,0,9,2,1,4,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,3,0,1,2,1,0,1,0,5,2
44 - Αργολίδος,167 E.T. Δήμου Ναυπλιέων,451,279,11,1,12,267,74,25,28,2,1,3,78,39,16,1,3,12,11,0,0,4,0,1,57,0,12,3,32,9,10,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,6,0,2,0,0,10,1,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,2,1,2,1,0,1,0,5,1
44 - Αργολίδος,168 E.T. Δήμου Ναυπλιέων,365,252,3,2,5,247,72,16,31,1,6,2,52,12,22,0,3,9,8,0,0,6,0,0,72,1,5,9,37,15,12,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,0,9,2,3,1,0,0,1,0,1,0,0,0,0,5,0,3,0,1,1,6,1,0,2,2,0,0,0,1,0
44 - Αργολίδος,169 E.T. Δήμου Ναυπλιέων,376,249,5,0,5,244,83,23,18,1,17,5,79,25,28,0,5,15,3,0,0,2,0,1,45,0,3,15,16,6,17,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,3,2,1,1,0,1,0,1,0
44 - Αργολίδος,170 E.T. Δήμου Ναυπλιέων,385,236,2,1,3,233,42,0,16,2,1,2,122,78,19,0,3,18,5,0,1,2,1,1,29,0,14,0,13,1,6,3,0,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,3,1,1,0,0,4,0
44 - Αργολίδος,171 E.T. Δήμου Ναυπλιέων,374,226,2,1,3,223,34,4,12,2,0,3,147,106,20,0,5,13,2,1,0,0,0,0,21,0,5,0,12,4,3,1,0,1,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2
44 - Αργολίδος,172 E.T. Δήμου Ναυπλιέων,385,229,0,1,1,228,28,4,8,3,1,4,116,91,15,0,1,6,5,0,0,2,0,0,56,0,34,1,13,5,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,6,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,1
44 - Αργολίδος,173 E.T. Δήμου Ναυπλιέων,527,355,4,2,6,349,86,24,29,3,4,5,128,44,27,0,20,30,13,1,0,4,2,1,65,1,21,2,38,0,7,1,0,2,1,0,5,0,1,0,0,0,1,0,1,0,4,3,0,1,0,0,14,0,12,1,2,0,0,0,4,3,0,1,0,1,0,0,0,0,0,14,6,1,2,1,0,1,0,4,0
44 - Αργολίδος,174 E.T. Δήμου Ναυπλιέων,161,113,1,0,1,112,46,6,15,1,16,0,37,16,14,0,0,7,2,0,0,2,0,0,21,0,2,0,14,5,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44 - Αργολίδος,175 E.T. Δήμου Ναυπλιέων,321,223,0,1,1,222,51,10,16,2,5,3,72,10,9,0,1,48,7,0,0,7,0,0,65,0,10,0,35,20,12,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,3,2,1,0,0,0,3,0,1,0,0,0,0,0,1,0
44 - Αργολίδος,176 E.T. Δήμου Ναυπλιέων,341,229,7,0,7,222,60,12,27,2,2,4,66,17,5,0,5,27,14,0,0,12,0,0,44,0,9,0,30,4,19,11,0,2,1,0,0,0,0,0,1,1,0,0,0,0,8,2,0,6,0,0,5,2,1,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
44 - Αργολίδος,177 E.T. Δήμου Ναυπλιέων,519,371,5,0,5,366,119,27,48,2,5,3,62,15,24,0,3,11,5,0,0,4,0,0,110,0,15,0,84,10,52,29,3,6,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,7,0,0,7,1,0
44 - Αργολίδος,178 E.T. Δήμου Ναυπλιέων,173,125,2,1,3,122,17,3,3,1,1,1,31,5,0,0,0,22,4,0,0,2,0,0,23,0,2,1,20,0,42,31,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1
44 - Αργολίδος,179 E.T. Δήμου Ναυπλιέων,358,259,0,1,1,258,49,10,13,0,2,4,48,11,7,0,7,15,9,0,0,8,0,0,126,0,3,0,113,9,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,6,1,2,0,0,0,0,0,4,3
44 - Αργολίδος,180 E.T. Δήμου Ναυπλιέων,336,239,0,1,1,238,44,12,12,1,6,2,51,17,11,0,5,14,5,0,0,4,0,0,120,0,3,0,110,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1
44 - Αργολίδος,181 E.T. Δήμου Ναυπλιέων,530,375,7,2,9,366,89,14,43,5,5,2,95,35,26,0,13,15,4,1,0,2,0,0,124,2,24,3,74,20,19,13,2,4,0,0,0,0,0,0,0,0,1,1,0,0,8,7,0,0,0,0,10,1,5,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,11,6,1,2,2,0,0,0,0,0
44 - Αργολίδος,182 E.T. Δήμου Ναυπλιέων,376,245,3,0,3,242,55,20,13,0,3,0,109,35,21,5,19,14,14,2,0,0,0,10,34,1,11,0,14,6,19,0,13,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,1,1
44 - Αργολίδος,183 E.T. Δήμου Ναυπλιέων,368,233,4,0,4,229,69,24,24,3,1,0,87,35,16,0,14,8,12,0,0,0,0,11,28,0,5,0,10,10,5,1,2,1,0,0,4,1,0,0,0,0,2,0,0,0,3,3,0,0,0,0,9,1,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0
44 - Αργολίδος,184 E.T. Δήμου Ναυπλιέων,437,313,10,1,11,302,68,26,18,5,3,0,129,51,26,0,18,24,5,0,0,3,1,1,50,0,15,0,12,22,17,0,6,1,0,2,1,0,0,0,0,0,2,0,0,1,4,0,2,0,0,2,10,3,5,2,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,9,1,0,2,2,0,0,1,1,0
44 - Αργολίδος,185 E.T. Δήμου Ναυπλιέων,527,313,3,2,5,308,82,18,29,4,13,0,144,71,25,0,25,15,2,0,0,2,0,0,36,0,13,2,18,0,17,0,4,6,0,1,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1,4,0,3,1,0,0,0,0,1,0,0,0,0,4,4,0,0,0,0,12,3,2,1,1,0,0,0,0,0
44 - Αργολίδος,186 E.T. Δήμου Ναυπλιέων,508,313,3,3,6,307,71,27,21,1,4,0,135,51,29,4,25,17,12,1,0,5,0,0,37,0,12,0,22,2,16,2,6,4,2,0,3,0,0,1,0,0,2,0,0,0,3,0,3,0,0,0,8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,1,0,2,0,0,0,3,1
44 - Αργολίδος,187 E.T. Δήμου Ναυπλιέων,500,311,1,1,2,309,83,20,33,1,7,3,125,57,18,0,13,22,7,0,0,4,0,0,31,0,7,0,18,5,20,1,4,7,1,1,3,1,0,0,0,0,4,0,0,0,2,0,2,0,0,0,3,1,0,1,0,0,0,0,5,0,0,2,1,4,0,0,0,3,0,17,1,2,2,1,0,0,0,4,1
44 - Αργολίδος,188 E.T. Δήμου Ναυπλιέων,536,357,4,1,5,352,97,21,38,7,9,1,148,57,29,1,24,28,6,0,0,2,0,0,39,1,10,2,13,10,17,0,4,5,2,1,4,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,15,0,8,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,14,3,0,5,5,0,1,0,3,1
44 - Αργολίδος,189 E.T. Δήμου Ναυπλιέων,552,332,2,1,3,329,76,17,16,2,9,4,164,65,31,0,19,24,9,1,0,3,2,1,29,1,5,1,18,2,11,0,4,1,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,1,2,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,14,7,2,0,4,1,0,0,0,0
44 - Αργολίδος,190 E.T. Δήμου Ναυπλιέων,537,372,4,3,7,365,88,28,34,2,9,0,160,61,29,1,22,29,9,4,0,2,0,0,52,1,19,1,20,7,14,0,1,7,1,2,1,0,0,0,0,0,2,0,2,0,3,0,1,0,0,0,14,4,6,4,0,0,0,0,5,1,1,2,0,3,1,0,0,0,0,8,1,1,2,2,0,1,1,4,1
44 - Αργολίδος,191 E.T. Δήμου Ναυπλιέων,514,299,5,2,7,292,99,31,29,2,5,2,104,42,29,1,9,14,6,0,0,2,1,1,34,0,9,0,16,5,21,0,9,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,3,0,0,2,0,0,0,0,0,0,3,2,0,0,1,0,8,2,1,1,0,0,0,0,5,3
44 - Αργολίδος,192 E.T. Δήμου Ναυπλιέων,513,324,4,2,6,318,87,28,32,5,5,0,134,39,35,14,14,25,11,0,0,5,0,1,36,0,6,2,15,10,17,0,5,8,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,12,1,4,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,3,2,3,2,0,1,0,3,1
44 - Αργολίδος,193 E.T. Δήμου Ναυπλιέων,523,334,5,3,8,326,99,15,37,4,10,6,129,51,37,0,21,11,13,0,0,7,0,1,32,0,9,0,14,8,11,0,3,4,0,0,2,2,0,0,0,0,3,1,0,0,5,0,3,0,0,2,4,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16,8,1,1,3,0,1,0,7,5
44 - Αργολίδος,194 E.T. Δήμου Ναυπλιέων,516,337,4,2,6,331,78,16,28,2,6,3,140,62,23,1,23,16,13,2,2,1,1,1,47,0,20,0,16,10,6,0,1,2,1,0,3,0,0,1,0,0,3,0,0,0,1,0,0,0,1,0,12,2,6,4,2,1,0,0,3,0,0,1,1,2,1,0,0,0,1,13,1,0,6,3,0,1,1,5,4
44 - Αργολίδος,195 E.T. Δήμου Ναυπλιέων,486,302,2,3,5,297,78,23,38,2,5,1,127,49,18,1,22,19,6,0,0,3,0,0,38,1,11,0,17,7,15,0,4,4,0,1,4,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,8,4,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,13,5,1,2,1,0,1,0,2,1
44 - Αργολίδος,196 E.T. Δήμου Ναυπλιέων,502,321,2,2,4,317,95,31,32,2,5,3,131,63,29,1,9,18,5,0,0,4,0,0,33,1,12,0,18,2,13,1,6,1,0,0,4,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,19,3,8,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,2,2,4,1,1,0,4,2
44 - Αργολίδος,197 E.T. Δήμου Ναυπλιέων,509,324,4,0,4,320,88,27,31,3,7,2,137,70,26,0,10,15,6,1,0,1,0,2,43,1,14,0,24,3,13,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,4,0,0,0,1,0,3,0,0,0,1,2,0,0,0,2,0,11,4,3,2,5,0,2,1,3,0
44 - Αργολίδος,198 E.T. Δήμου Ναυπλιέων,497,290,2,1,3,287,79,22,31,4,4,1,119,46,28,0,10,23,8,2,1,0,2,0,31,1,11,1,12,4,8,0,0,3,0,0,4,2,2,0,0,0,3,0,1,1,1,0,0,1,0,0,10,2,6,1,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,14,4,0,2,3,1,0,1,2,1
44 - Αργολίδος,199 E.T. Δήμου Ναυπλιέων,504,340,5,4,9,331,95,26,34,6,9,4,141,51,33,2,24,13,3,0,0,2,0,1,36,0,18,0,10,6,18,0,8,7,2,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,1,1,5,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,17,2,2,4,3,1,0,1,6,5
44 - Αργολίδος,200 E.T. Δήμου Ναυπλιέων,551,340,4,2,6,334,77,24,24,4,7,5,156,47,53,2,18,24,1,0,0,0,0,0,48,0,14,0,16,15,14,2,3,6,0,0,2,0,0,1,1,0,1,0,0,1,2,0,1,0,0,1,12,1,6,3,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,10,2,1,2,0,0,0,0,8,6
44 - Αργολίδος,201 E.T. Δήμου Ναυπλιέων,542,368,4,3,7,361,105,31,37,3,8,3,161,79,30,1,19,18,2,0,0,0,0,1,29,0,11,0,14,3,16,1,1,6,2,0,1,0,0,0,0,0,1,0,0,0,6,0,6,0,0,0,16,1,5,1,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,15,1,1,6,5,1,2,0,0,0
