ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΛΙΦΙΕΡΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Μιχαήλ,ΑΥΓΟΥΣΤΑΚΗ ΕΛΕΝΗ του Μύρωνα,ΒΑΡΔΑΚΗΣ ΣΩΚΡΑΤΗΣ του Δημητρίου,ΔΑΝΕΛΛΗΣ ΣΠΥΡΙΔΩΝ του Αθανασίου,ΔΟΥΛΓΕΡΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Νικολάου,ΗΓΟΥΜΕΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΚΑΜΠΟΥΡΑΚΗ ΧΡΥΣΑΝΘΗ του Αντωνίου,ΛΕΝΑΚΑΚΗ ΣΤΥΛΙΑΝΗ του Νικολάου,ΜΑΜΟΥΛΑΚΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΧΑΡΗΣ) του Αντωνίου,ΜΙΧΕΛΟΓΙΑΝΝΑΚΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΣΜΠΩΚΟΣ ΒΑΣΙΛΕΙΟΣ του Μιχαήλ,Νέα Δημοκρατία,ΑΥΓΕΝΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Κωνσταντίνου,ΒΡΕΝΤΖΟΥ-ΣΚΟΡΔΑΛΑΚΗ ΘΕΑΝΩ του Εμμανουήλ,ΜΑΤΑΛΛΙΩΤΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΠΑΣΠΑΤΗΣ ΓΡΗΓΟΡΙΟΣ του Αλεξάνδρου,ΡΟΚΑΔΑΚΗΣ ΓΡΗΓΟΡΙΟΣ του Εμμανουήλ,ΣΕΝΕΤΑΚΗΣ ΜΑΞΙΜΟΣ του Γεωργίου,ΣΗΜΑΙΑΚΗ ΕΥΑΓΓΕΛΙΑ (ΕΥΑ) του Γεωργίου,ΣΤΡΑΤΑΚΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΣΦΑΚΙΑΝΑΚΗ ΝΙΚΟΛΕΤΑ του Μιχαήλ,ΤΖΩΡΤΖΟΓΛΟΥ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΤΣΑΝΤΗΡΑΚΗ-ΑΝΑΣΤΑΣΑΚΗ ΕΛΕΝΗ του Στυλιανού,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΕΞΑΚΗΣ ΝΕΚΤΑΡΙΟΣ του Ελευθερίου,ΑΝΑΣΤΑΣΑΚΗ ΜΑΡΙΑ του Δημητρίου,ΒΛΑΧΑΒΑΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ,ΠΑΤΕΡΑΚΗ ΜΑΡΙΑ του Ευαγγέλου,ΠΛΟΥΜΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,ΣΤΕΦΑΝΟΠΟΥΛΟΥ ΖΑΧΑΡΟΥΛΑ του Ιωάννη,ΣΤΡΑΤΙΔΑΚΗΣ ΝΙΚΟΛΑΟΣ του Αλέξανδρου,Κίνημα Αλλαγής,ΓΕΝΝΗΜΑΤΑ ΦΩΤΕΙΝΗ (ΦΩΦΗ) του Γεωργίου,ΑΡΒΑΝΙΤΑΚΗΣ ΠΑΝΤΕΛΕΗΜΩΝ του Μιχαήλ,ΒΑΤΣΙΝΑ ΕΛΕΝΗ του Φανουρίου,ΓΙΑΝΝΑΡΗ ΙΩΑΝΝΑ του Γεωργίου,ΚΑΛΟΥΔΑΚΗΣ ΣΤΑΥΡΟΣ του Νικολάου,ΚΕΓΚΕΡΟΓΛΟΥ ΒΑΣΙΛΕΙΟΣ του Αλέξανδρου,ΜΠΡΙΜΗΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,ΠΑΠΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Μηνά,ΣΤΑΘΟΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Στεφάνου,ΣΤΡΑΤΑΚΗΣ ΧΡΗΣΤΟΣ του Εμμανουήλ,ΧΑΤΖΑΚΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,Κ.Κ.Ε.,ΑΝΑΣΤΑΣΑΚΗ ΜΑΡΙΑ του Γεωργίου,ΑΝΔΡΟΥΛΑΚΗ ΚΡΥΣΤΑΛΕΝΙΑ (ΛΙΝΑ) του Ιωάννη,ΓΩΝΙΑΝΑΚΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΚΑΡΚΑΒΑΤΣΟΣ ΕΜΜΑΝΟΥΗΛ του Στυλιανού,ΚΟΚΟΣΑΛΗ - ΣΑΛΟΥΣΤΡΟΥ ΜΑΡΙΑ του Ζαχαρία,ΠΑΤΕΡΑΚΗΣ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΠΟΘΗΤΟΥ ΙΩΑΝΝΑ του Γεωργίου,ΣΑΛΟΥΣΤΡΟΣ ΔΗΜΟΚΡΙΤΟΣ του Εμμανουήλ,ΣΚΕΠΑΡΝΗΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΣΥΝΤΥΧΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του ΔΑΝΙΗΛ,ΣΦΑΚΙΑΝΑΚΗΣ ΜΙΧΑΗΛ του Αντωνίου,Ένωση Κεντρώων,ΑΓΓΕΛΙΔΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Χαράλαμπου,ΒΟΥΒΟΥΔΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΓΙΑΝΝΑΔΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Σωτηρίου,ΚΑΦΑΝΤΑΡΗ ΙΟΥΛΙΑ του Κωνσταντίνου,ΚΟΝΤΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΛΕΒΕΝΤΗ-ΜΕΝΤΕΣΙΔΟΥ ΑΝΑΣΤΑΣΙΑ του Ιωάννη,ΤΖΑΓΚΑΡΑΚΗ ΕΛΙΣΑΒΕΤ (ΕΛΣΑ) του Γεωργίου,ΤΖΩΡΤΖΑΚΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΦΡΑΓΚΙΑΔΑΚΗ ΕΙΡΗΝΗ του Νικολάου,Ο.Κ.Δ.Ε.,ΦΟΥΦΟΥΔΑΚΗΣ ΙΩΑΝΝΗΣ του Παντελή,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΩΝΙΟΥ ΑΝΤΩΝΙΑ του Χρήστου,ΒΑΛΑΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΒΛΑΧΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΓΚΟΥΒΑΣ ΧΑΡΑΛΑΜΠΟΣ του Κωνσταντίνου,ΔΕΣΗ-ΛΟΥΚΑ ΧΡΙΣΤΙΝΗ του Αλέξανδρου,ΚΤΙΣΤΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ευαγγέλου,ΧΑΡΑΛΑΜΠΑΚΗ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΧΑΡΙΤΟΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΒΑΜΒΟΥΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΚΑΠΝΙΣΤΟΥ ΑΝΤΩΝΙΑ του Κωνσταντίνου,ΚΟΚΟΣΑΛΗ ΑΝΝΑ ΜΑΡΙΑ του Μιχαήλ,ΛΙΑΝΟΥ ΚΑΛΛΙΟΠΗ του Αντωνίου,ΜΑΡΚΟΥΛΑΚΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΜΟΥΛΑΚΑΚΗΣ ΦΩΤΙΟΣ του Κωνσταντίνου,ΠΑΣΧΑΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΣΦΑΚΙΑΝΑΚΗΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΚΟΖΥΡΑΚΗ ΕΙΡΗΝΗ του Φραγκίσκου,Ελληνική Λύση - Κ. Βελόπουλος,ΓΑΥΓΙΩΤΑΚΗΣ ΜΙΧΑΗΛ του Ευαγγέλου,ΓΚΟΤΖΟΓΙΑΝΝΗ ΜΑΡΘΑ του Ιωάννη,ΚΑΜΑ ΘΩΜΑΗ του Παναγιώτη,ΛΥΚΑΚΗΣ ΙΩΑΝΝΗΣ του Σταύρου,ΜΠΑΛΤΖΑΚΗΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ,ΜΥΛΩΝΑΚΗΣ ΕΥΑΓΓΕΛΟΣ του Ηλία,ΠΑΛΑΜΙΑΝΑΚΗ ΕΛΕΝΗ του Νικολάου,ΠΑΠΑΔΟΠΟΥΛΟΥ - ΙΩΣΗΦΙΔΟΥ ΑΝΝΑ του Ιωάννη,ΡΟΜΠΟΓΙΑΝΝΑΚΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΣΚΟΡΔΙΛΗΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΧΡΙΣΤΟΔΟΥΛΙΔΗΣ ΞΕΝΟΦΩΝ του Αντωνίου,Κ.Κ.Ε. (μ-λ),ΓΚΟΛΕΜΗ ΙΩΑΝΝΑ του Γεωργίου,ΔΡΑΚΩΝΑΚΗΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,ΜΠΑΜΠΑΛΕΤΑΚΗΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ,ΠΑΠΟΥΤΣΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΣΤΑΥΡΙΑΝΟΥΔΑΚΗ ΧΡΥΣΗ του Ανδρέα,Μ-Λ Κ.Κ.Ε.,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ιωάννη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΓΥΠΑΡΑΚΗ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΚΟΚΟΛΟΓΙΑΝΝΗ ΜΑΡΙΑ ΕΛΕΝΗ του Ιωάννη,ΜΑΚΡΥΠΟΔΗΣ ΝΙΚΟΛΑΟΣ του Αριστείδη,ΜΑΡΝΙΕΡΑΚΗ ΑΝΝΑ του Ιωάννη,ΟΡΦΑΝΟΥΔΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΟΥΡΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΓΟΥΡΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Στυλιανού,ΤΣΙΟΜΠΑΝΙΔΗΣ ΕΥΑΓΓΕΛΟΣ (ΒΑΚΗΣ) του Γεωργίου,Λαϊκή Ενότητα,ΑΛΕΞΑΚΗ ΕΛΕΝΗ του Δημητρίου,ΚΑΤΖΗΛΑΚΗΣ ΑΝΤΩΝΙΟΣ του Νικολάου,ΚΡΙΑΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,ΚΡΙΤΣΩΤΑΚΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΛΕΒΕΝΤΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,ΜΑΝΤΖΑΡΗ ΕΥΣΤΑΘΙΑ του Δημητρίου,ΣΑΒΒΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Εμμανουήλ,ΧΙΩΤΕΛΗΣ ΑΡΗΣ του Κωνσταντίνου,ΜέΡΑ25,ΒΑΡΟΥΦΑΚΗΣ ΙΩΑΝΝΗΣ (ΓΙΑΝΗΣ) του Γεωργίου,ΚΑΤΣΟΥΛΗ ΕΛΕΥΘΕΡΙΑ του Ζαχαρία,ΛΙΑΠΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΛΟΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Σοφοκλή-Εμμανουήλ,ΛΟΥΛΟΥΔΑΚΗΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΜΑΘΙΟΥΔΑΚΗ ΕΜΜΑΝΟΥΕΛΑ του Ανδρέα,ΜΑΡΑΓΚΑΚΗΣ ΣΠΥΡΙΔΩΝ του Δημητρίου,ΤΣΟΥΚΑΛΑ ΑΙΚΑΤΕΡΙΝΗ του Χρίστου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΝΔΡΙΑΝΑΚΗ ΕΥΣΤΑΘΙΑ του Ελευθερίου,ΨΑΡΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΦΙΛΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Σταμάτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΥΛΑΣ ΘΕΟΔΩΡΟΣ του Αριστοτέλη
55 - Ηρακλείου,21 E.T. Δήμου Αρχανών - Αστερουσίων,216,153,1,1,2,151,50,6,3,21,7,2,4,2,0,18,4,21,29,11,20,6,5,6,4,3,6,6,7,1,0,0,0,0,0,0,0,0,61,0,20,13,0,0,16,43,12,2,18,0,3,0,1,0,1,1,0,0,1,0,1,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
55 - Ηρακλείου,22 E.T. Δήμου Αρχανών - Αστερουσίων,189,147,1,2,3,144,58,5,13,20,10,7,12,5,4,14,9,9,37,22,9,7,15,10,7,3,8,5,7,0,2,1,0,1,0,0,0,1,20,8,1,9,1,0,8,8,2,0,4,0,16,2,0,5,16,2,0,0,0,0,11,1,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0
55 - Ηρακλείου,23 E.T. Δήμου Αρχανών - Αστερουσίων,390,288,1,1,2,286,82,9,26,16,15,9,24,0,3,13,8,40,109,63,69,25,13,14,10,2,3,8,11,1,2,0,0,0,0,0,0,0,70,0,2,2,1,4,24,65,2,1,8,0,11,1,1,2,5,1,0,0,1,1,5,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,3,1,2,0,0,1,0
55 - Ηρακλείου,24 E.T. Δήμου Αρχανών - Αστερουσίων,408,306,1,1,2,304,111,12,35,27,21,9,23,6,2,3,15,36,87,47,41,17,20,4,26,2,7,9,8,0,5,3,2,1,1,0,1,1,65,3,1,1,1,5,15,64,0,2,5,1,15,0,4,6,10,3,1,0,0,0,10,2,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,2,1,2,0,4,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,4,3,0,0,0,0,1,0,0,2,1,2,0,0,0,0
55 - Ηρακλείου,25 E.T. Δήμου Αρχανών - Αστερουσίων,338,239,2,2,4,235,74,4,4,32,19,3,16,2,1,17,19,19,97,46,39,23,37,18,36,4,10,9,11,3,4,2,2,0,1,1,0,0,36,0,2,5,0,0,19,20,10,0,3,0,9,2,0,0,4,1,0,0,1,0,3,1,2,2,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,1,1,0,0,0,0,0,3,2
55 - Ηρακλείου,26 E.T. Δήμου Αρχανών - Αστερουσίων,439,299,3,1,4,295,104,4,12,46,21,12,22,7,4,30,21,18,107,42,51,35,26,20,50,2,4,9,17,4,2,0,0,0,0,0,0,0,42,0,5,7,0,2,21,22,14,1,10,0,15,7,1,1,11,4,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,1,6,2,2,2,0,0,0,0,1,0
55 - Ηρακλείου,27 E.T. Δήμου Αρχανών - Αστερουσίων,325,267,3,2,5,262,137,3,1,16,3,5,5,1,1,59,15,125,82,28,50,12,6,7,11,3,24,3,8,0,0,0,0,0,0,0,0,0,21,0,10,4,0,0,5,14,1,2,1,0,13,2,0,3,10,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,4,1,1,0,0,1,0
55 - Ηρακλείου,28 E.T. Δήμου Αρχανών - Αστερουσίων,436,316,3,0,3,313,139,16,16,38,36,24,34,12,5,63,18,24,112,50,30,33,32,40,51,0,4,19,5,2,2,0,0,0,0,0,0,0,25,0,3,6,1,0,22,6,1,0,5,0,9,1,1,2,1,3,2,1,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,2,1,1,3,2,3,0,0,0,0,8,0
55 - Ηρακλείου,29 E.T. Δήμου Αρχανών - Αστερουσίων,469,311,1,4,5,306,165,14,15,27,13,23,74,6,3,68,12,38,46,16,23,4,18,9,11,1,9,3,6,1,3,2,1,0,2,1,0,0,44,0,6,12,30,1,24,2,3,2,12,0,8,4,1,0,1,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,6,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,25,0,1,4,9,5,5,3,1,4,1,2,0,0,0,0
55 - Ηρακλείου,30 E.T. Δήμου Αρχανών - Αστερουσίων,430,297,1,0,1,296,138,14,30,40,2,25,34,8,1,52,33,23,79,48,33,30,16,22,22,3,4,8,6,3,1,0,0,0,0,0,0,0,22,0,6,7,1,0,12,0,2,0,7,3,29,2,2,8,5,10,2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,2,2,4,1,1,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,2,6,3,2,2,2,1,2,0,0,0,0,4,0
55 - Ηρακλείου,31 E.T. Δήμου Αρχανών - Αστερουσίων,431,311,4,1,5,306,158,24,32,28,38,15,30,15,13,51,34,36,75,32,18,41,16,31,27,1,7,3,6,0,5,2,3,0,1,1,1,1,21,0,1,1,0,0,11,3,1,0,6,0,26,4,2,5,9,12,3,2,0,0,16,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,1,4,0,0,1,0,1,0,1,0,1,0,0,0,0,5,4
55 - Ηρακλείου,32 E.T. Δήμου Αρχανών - Αστερουσίων,268,188,1,1,2,186,90,18,5,40,24,2,20,0,1,40,21,21,67,30,21,18,12,20,25,3,4,17,5,4,1,0,0,0,0,0,0,0,8,0,3,1,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,9,0,0,0,0,1,0
55 - Ηρακλείου,33 E.T. Δήμου Αρχανών - Αστερουσίων,271,191,7,1,8,183,73,7,5,19,16,14,13,3,2,27,11,12,73,30,55,19,10,12,28,0,9,2,7,3,2,2,0,0,1,0,0,1,25,0,1,9,0,1,13,4,2,1,12,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
55 - Ηρακλείου,34 E.T. Δήμου Αρχανών - Αστερουσίων,431,296,2,2,4,292,109,28,11,24,26,7,19,10,1,16,28,22,94,26,36,24,25,14,3,8,4,22,8,3,3,0,0,0,0,0,0,0,56,0,8,12,1,17,35,18,0,0,24,3,7,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,2,0,3,1,0,1,0,2,0,0,0,0,3,0
55 - Ηρακλείου,35 E.T. Δήμου Αρχανών - Αστερουσίων,419,299,2,1,3,296,176,21,10,15,21,10,34,2,5,76,14,97,75,26,26,8,15,20,27,0,10,9,10,0,1,0,0,0,0,0,0,0,29,0,6,4,1,0,14,6,3,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,1,1,0,1,0,0,0,0,0,2,0
55 - Ηρακλείου,36 E.T. Δήμου Αρχανών - Αστερουσίων,264,199,3,1,4,195,81,8,9,19,24,13,16,5,5,51,8,18,68,23,29,17,28,14,24,4,9,11,8,8,0,0,0,0,0,0,0,0,17,7,4,0,1,1,12,4,3,2,4,0,7,1,0,0,5,6,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,8,2,0,2,2,2,0,2,0,0,0,0,0,4,0
55 - Ηρακλείου,37 E.T. Δήμου Αρχανών - Αστερουσίων,323,233,0,1,1,232,96,7,4,17,21,9,17,4,3,29,14,10,82,35,20,17,16,7,34,6,5,18,13,1,1,1,0,0,0,0,0,0,30,0,5,4,0,1,18,10,1,0,2,1,3,2,0,1,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0,0,1,0,0,1,1,1,3,1,1,0,0,0,0
55 - Ηρακλείου,38 E.T. Δήμου Αρχανών - Αστερουσίων,411,314,2,2,4,310,154,11,14,50,26,23,74,7,9,45,29,9,93,40,17,24,40,23,41,3,2,11,19,2,2,2,1,0,2,0,0,1,20,0,0,2,5,1,15,1,0,0,5,0,15,2,1,0,7,8,0,0,1,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,2,1,8,0,1,6,0,0,0,0,0,0,2,2
55 - Ηρακλείου,39 E.T. Δήμου Αρχανών - Αστερουσίων,416,295,3,3,6,289,132,13,17,37,33,13,35,10,4,57,25,11,94,24,27,20,43,18,26,4,4,10,4,5,3,1,0,0,1,0,0,0,14,0,0,6,1,0,10,3,0,0,6,1,17,1,1,1,8,6,0,0,1,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,4,5,1,0,8,0,0,0,0,0,0,2,2
55 - Ηρακλείου,40 E.T. Δήμου Αρχανών - Αστερουσίων,362,266,1,2,3,263,98,12,13,27,26,13,30,8,6,45,13,20,74,37,24,19,19,8,44,0,4,10,6,2,3,0,0,0,0,0,0,0,49,0,4,12,6,1,28,15,3,1,18,7,16,2,3,2,11,8,1,1,1,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,2,0,1,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,1,0,3,2,1,0,0,0,0,0,0,0
55 - Ηρακλείου,41 E.T. Δήμου Αρχανών - Αστερουσίων,320,213,4,3,7,206,91,5,2,23,11,3,13,1,2,36,20,30,41,19,20,10,8,1,14,0,5,7,3,0,0,0,0,0,0,0,0,0,58,0,24,11,0,1,13,30,2,12,14,3,7,2,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
