ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΑΓΝΩΣΤΟΥ ΘΕΟΦΑΝΩ του Γεωργίου,ΚΑΡΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜΑΝΤΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΝΑΣΣΗ ΟΛΓΑ του Ελευθερίου,ΣΠΕΓΓΟΣ ΑΡΙΣΤΕΙΔΗΣ-ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΣΤΕΦΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΤΖΟΥΦΗ ΜΕΡΟΠΗ του Στέφανου,Νέα Δημοκρατία,ΑΜΥΡΑΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,ΔΑΡΔΑΜΑΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ματθαίου,ΚΑΛΟΓΙΑΝΝΗΣ ΣΤΑΥΡΟΣ του Ελευθερίου,ΚΕΦΑΛΑ ΜΑΡΙΑ-ΑΛΕΞΑΝΔΡΑ του Στεφάνου,ΤΑΣΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΤΖΑΡΟΥΧΗ ΣΟΦΙΑ του Αποστόλου,ΤΣΟΥΛΑΚΗ ΜΑΡΙΑ του Θεμιστοκλή,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΟΥΚΑ ΠΟΛΥΞΕΝΗ (ΞΕΝΙΑ) του Γεωργίου,ΛΙΛΛΗΣ ΝΙΚΟΛΑΟΣ του Μιχαήλ,ΠΑΠΑΣΤΑΘΗ ΦΩΤΕΙΝΗ του Δημητρίου,ΤΣΑΓΚΑΣ ΧΡΙΣΤΟΦΟΡΟΣ του Γεωργίου,ΤΣΙΑΓΚΑΒΕΛΗΣ ΑΛΕΞΑΝΔΡΟΣ του Αχιλλέα,Κίνημα Αλλαγής,ΓΑΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΖΑΡΠΑΛΑΣ ΣΩΤΗΡΗΣ του Κωνσταντίνου,ΖΗΚΟΥ ΜΑΡΓΑΡΙΤΑ του Γεωργίου,ΚΑΣΣΗΣ ΜΙΧΑΗΛ του Αριστείδη,ΜΑΝΤΑΛΟΒΑΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΜΠΑΡΜΠΑ ΒΑΣΙΛΙΚΗ (ΒΑΝΑ) του Χαραλάμπους,ΣΑΡΑΝΤΟΠΟΥΛΟΥ-ΠΡΕΝΤΖΑ ΑΙΚΑΤΕΡΙΝΗ του Λεωνίδα,Κ.Κ.Ε.,ΕΞΑΡΧΟΣ ΝΙΚΟΛΑΟΣ του Θεοφάνη,ΜΠΟΜΠΟΛΗ ΑΦΡΟΔΙΤΗ του Δημητρίου,ΝΑΚΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΠΑΠΠΑΣ ΧΑΡΑΛΑΜΠΟΣ του Αλεξάνδρου,ΤΑΣΙΟΥΛΑΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΤΟΥΛΚΙΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Σάββα,ΤΣΟΥΜΑΝΗ ΟΛΓΑ (ΟΛΥ) του Γεωργίου,Ένωση Κεντρώων,ΑΡΓΥΡΗΣ ΣΤΑΥΡΟΣ του Χρήστου,ΔΑΝΕΛΛΑΣ ΔΗΜΟΣΘΕΝΗΣ του Αδαμαντίου,ΔΗΜΟΣ ΟΔΥΣΣΕΑΣ του Αντώνη,ΔΟΣΗ ΒΑΣΙΛΙΚΗ του Μενελάου,ΕΠΙΤΡΟΠΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΛΕΒΕΝΤΗ - ΜΠΑΚΑΛΟΥ ΔΙΑΛΕΚΤΗ του Παντελή,ΣΠΥΡΟΝΙΚΟΥ ΧΡΙΣΤΙΝΑ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΓΕΩΡΓΙΑΔΗΣ ΣΤΕΦΑΝΟΣ του Ευάγγελου,ΜΠΑΛΤΖΩΗ ΦΩΤΕΙΝΗ του Λάμπρου,ΠΛΑΣΤΗΡΑ ΕΛΠΙΝΙΚΗ του Δημητρίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΛΑΧΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΓΚΙΚΑ ΛΟΥΪΖΑ του Δημητρίου,ΜΠΑΚΟΛΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΠΑΣΣΙΑΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΤΟΛΗ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,Ελλήνων Συνέλευσις,ΓΡΑΜΜΟΖΗ ΑΓΓΕΛΙΚΗ (ΑΝΤΖΥ) του Ζήση,ΔΕΡΕΚΑΣ ΑΓΓΕΛΟΣ του Αναστασίου,ΚΩΤΣΟΡΙΔΗΣ ΣΤΕΡΓΙΟΣ του Χαραλάμπους,ΝΤΑΣΙΟΥ ΜΑΡΙΑ του Σωτηρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΪΑ (ΒΑΝΕΣΣΑ) του Αθανασίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΡΑΧΑΜΗ ΕΙΡΗΝΗ του Ελευθερίου,ΠΑΠΑΤΟΛΗΣ ΠΑΝΤΕΛΗΣ του Ναπολέωντα,ΣΤΑΜΙΔΗ ΒΑΣΙΛΙΚΗ του Χρήστου,ΤΖΑΛΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΤΣΟΥΡΗΣ ΧΑΡΑΛΑΜΠΟΣ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΚΑΝΔΡΕΛΗ ΠΑΡΑΣΚΕΥΗ του Σωτηρίου,ΜΙΧΟΥ ΦΩΤΕΙΝΗ του Δημητρίου,ΠΑΚΟΣ ΑΛΕΞΑΝΔΡΟΣ του Ευθυμίου,ΠΑΠΑΝΔΡΕΟΥ ΠΕΤΡΟΣ του Κωνσταντίνου,ΣΤΡΑΤΟΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΤΣΙΛΙΚΑΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΑΘΑΝΑΣΙΟΥ ΧΡΥΣΑΝΘΗ του Παντελή,ΓΡΑΒΟΣ ΕΥΑΓΓΕΛΟΣ του Δημοσθένους,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΓΚΟΓΚΟΥ ΙΟΥΛΙΑ του Φιλίππου,ΖΑΦΕΙΡΗ ΓΙΟΛΑΝΤΑ του Χρήστου,ΚΟΥΜΕΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΠΑΜΙΧΑΗΛ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,ΤΣΙΩΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Λαϊκή Ενότητα,ΓΟΔΕΒΕΝΟΣ ΠΕΤΡΟΣ του Γεωργίου,ΓΟΥΡΖΗ ΕΥΤΥΧΙΑ του Εμμανουήλ,ΜΠΟΥΚΗ ΕΛΕΝΗ του Φωτίου,ΤΣΑΚΑΝΙΚΑΣ ΓΕΩΡΓΙΟΣ του Πέτρου,ΜέΡΑ25,ΒΑΚΟΛΙΔΗΣ ΝΙΚΟΛΑΟΣ του Θεοχάρη,ΛΑΜΠΡΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΛΙΟΥΤΑ ΛΑΜΠΡΙΝΗ (ΠΑΣΧΑΛΙΝΑ) του Κωνσταντίνου,ΜΠΑΪΡΑΚΤΑΡΗ ΡΟΔΑΝΘΗ-ΑΡΙΣΤΕΑ του Ιωάννη,ΤΣΟΥΝΗΣ ΠΑΝΑΓΙΩΤΗΣ (ΒΟΣΤΙΝΙΩΤΗΣ) του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΡΑΒΑΝΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Καίσαρος  Χοϊδά,ΖΟΥΚΗ ΣΤΑΥΡΟΥΛΑ του Ιωάννη,ΜΠΙΚΑ ΕΛΛΗ του Ιωάννη,ΜΠΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΠΑΠΠΑΣ ΦΙΛΙΠΠΟΣ του Χριστόδουλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΜΠΡΟΣ ΧΡΗΣΤΟΣ του Νικολάου,ΛΙΤΣΙΟΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΤΖΑΛΑΛΗ ΧΡΙΣΤΙΝΑ του Στέργιου
18 - Ιωαννίνων,126 E.T. Δήμου Ζαγορίου,158,76,0,0,0,76,37,3,4,5,6,5,15,13,19,5,8,7,3,7,0,1,2,0,0,0,1,2,9,1,0,2,3,4,1,0,4,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,127 E.T. Δήμου Ζαγορίου,186,121,0,1,1,120,29,0,14,3,3,0,4,11,75,45,9,14,27,20,8,7,0,0,0,0,0,0,7,3,1,1,1,4,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,1
18 - Ιωαννίνων,128 E.T. Δήμου Ζαγορίου,348,197,8,0,8,189,38,3,4,11,5,3,9,16,98,32,31,28,19,22,5,15,7,3,1,1,1,1,12,4,3,2,1,1,3,0,4,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,3,0,5,0,0,11,1,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,3,2,1,1,0,0,0,0,0,0,0,3,0,0,0
18 - Ιωαννίνων,129 E.T. Δήμου Ζαγορίου,87,54,0,0,0,54,16,1,1,0,2,0,7,10,30,6,6,9,16,17,1,4,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
18 - Ιωαννίνων,130 E.T. Δήμου Ζαγορίου,250,154,0,3,3,151,42,3,9,11,15,3,13,17,74,8,24,21,19,32,6,15,1,0,0,0,1,0,22,11,8,0,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,1,2,0,0,0,0,0,0,1,1,0,1
18 - Ιωαννίνων,131 E.T. Δήμου Ζαγορίου,81,40,1,0,1,39,7,0,1,2,1,0,3,0,19,3,1,3,9,7,0,7,2,1,0,0,2,0,9,3,5,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,132 E.T. Δήμου Ζαγορίου,93,55,0,0,0,55,17,1,4,2,3,1,4,11,21,4,3,6,6,6,4,6,0,0,0,0,0,0,12,7,10,0,0,2,0,0,3,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,133 E.T. Δήμου Ζαγορίου,129,62,2,0,2,60,25,2,8,1,2,2,9,16,26,7,2,13,7,12,0,3,2,0,0,0,2,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,134 E.T. Δήμου Ζαγορίου,188,125,2,1,3,122,24,0,5,1,1,10,5,10,76,10,9,13,53,29,2,10,5,0,1,0,5,0,6,1,3,2,1,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,135 E.T. Δήμου Ζαγορίου,187,97,2,1,3,94,33,1,4,4,5,4,13,16,48,6,4,4,25,18,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,136 E.T. Δήμου Ζαγορίου,94,53,0,0,0,53,22,2,5,5,4,3,7,10,19,6,3,3,7,10,4,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,137 E.T. Δήμου Ζαγορίου,92,51,0,0,0,51,33,0,8,8,3,1,8,9,13,4,3,2,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
18 - Ιωαννίνων,138 E.T. Δήμου Ζαγορίου,313,191,3,0,3,188,52,4,11,1,2,7,22,24,92,16,18,16,44,37,6,10,3,2,1,0,0,0,23,15,7,1,1,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,6,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,139 E.T. Δήμου Ζαγορίου,440,290,2,4,6,284,67,8,7,4,4,16,18,27,147,28,23,46,56,42,10,16,5,1,0,1,2,1,33,17,5,1,6,12,7,0,5,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,1,3,2,0,4,4,2,4,1,0,1,3,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2,1,1,0,0,1,5,3,0,1
18 - Ιωαννίνων,140 E.T. Δήμου Ζαγορίου,159,92,1,0,1,91,29,0,6,2,3,0,13,15,51,12,6,8,14,22,6,6,2,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,141 E.T. Δήμου Ζίτσας,361,236,2,2,4,232,80,8,10,28,11,8,23,24,95,17,24,27,23,38,7,17,5,2,0,2,2,0,26,6,3,3,22,1,3,5,2,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,7,0,5,0,0,0,4,1,0,0,0,3,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,0,0,4,0,2,1
18 - Ιωαννίνων,142 E.T. Δήμου Ζίτσας,60,32,0,1,1,31,5,0,0,2,1,0,0,3,17,3,5,0,5,6,1,1,0,0,0,0,0,0,4,2,0,0,1,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,143 E.T. Δήμου Ζίτσας,123,69,0,0,0,69,27,1,6,10,6,0,12,10,28,7,3,5,9,14,1,4,1,0,0,1,0,0,4,1,3,0,0,2,0,1,4,4,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,144 E.T. Δήμου Ζίτσας,126,73,0,0,0,73,30,3,5,12,3,1,8,14,33,8,5,4,3,25,1,5,1,0,0,1,0,1,5,2,0,1,0,2,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,145 E.T. Δήμου Ζίτσας,266,141,4,1,5,136,50,2,1,17,5,2,3,25,43,7,9,5,13,19,2,15,3,2,1,1,2,0,6,3,1,1,3,0,0,0,24,15,0,0,10,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0
18 - Ιωαννίνων,146 E.T. Δήμου Ζίτσας,354,226,2,1,3,223,95,5,14,22,16,6,26,28,80,16,19,15,41,23,5,16,4,0,0,0,1,0,17,9,7,1,5,1,6,0,12,7,0,0,5,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,147 E.T. Δήμου Ζίτσας,365,248,1,1,2,246,108,9,20,17,10,9,36,25,66,19,12,6,26,21,11,8,5,2,1,0,1,0,34,19,9,1,9,2,8,0,11,6,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,3,0,0,1,0,0,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,8,3,2,2,1,0,1,0,1,0,0,0,3,1,1,1
18 - Ιωαννίνων,148 E.T. Δήμου Ζίτσας,461,299,3,2,5,294,132,20,26,25,27,6,43,37,64,13,21,16,19,31,8,12,6,2,1,1,3,3,37,19,7,4,12,9,8,1,14,10,1,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,1,4,2,0,2,0,2,0,3,0,1,0,0,1,9,0,0,0,0,9,9,0,0,0,6,5,2,1,1,1,2,2,0,0,0,7,3,2,2,1,1,0,0,0,0,0,0,5,3,2,5
18 - Ιωαννίνων,149 E.T. Δήμου Ζίτσας,165,70,0,0,0,70,19,3,3,7,0,0,2,8,30,6,5,0,5,18,4,3,3,2,0,1,0,0,4,2,2,0,0,2,0,0,3,2,0,0,0,2,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,150 E.T. Δήμου Ζίτσας,199,119,4,2,6,113,51,2,4,13,4,2,13,23,30,15,4,2,12,7,0,8,5,1,0,1,1,1,12,2,2,0,1,3,2,1,2,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,151 E.T. Δήμου Ζίτσας,439,250,5,2,7,243,75,10,8,22,13,3,21,19,74,6,9,12,32,36,5,14,5,1,0,2,2,0,24,6,17,0,7,8,3,2,31,20,4,0,12,0,2,4,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,6,3,6,0,1,1,11,0,5,1,3,8,5,0,2,0,1,0,5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,1,2,3,0,0,2
18 - Ιωαννίνων,152 E.T. Δήμου Ζίτσας,470,270,5,1,6,264,82,6,5,25,10,7,25,28,67,13,13,11,39,26,2,11,6,3,2,1,2,1,50,18,38,0,9,19,3,1,26,19,2,1,7,1,1,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,12,2,1,0,4,8,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,3,2,0,1,1,0,1,0,0,0,0,0,7,2,3,4
18 - Ιωαννίνων,153 E.T. Δήμου Ζίτσας,171,65,0,0,0,65,39,3,5,13,5,2,15,11,20,8,1,9,5,10,2,3,0,0,0,0,0,0,3,2,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,154 E.T. Δήμου Ζίτσας,153,92,2,0,2,90,34,0,4,12,4,1,22,9,25,8,2,9,9,9,1,2,3,0,1,1,0,1,13,6,1,2,3,5,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,155 E.T. Δήμου Ζίτσας,238,142,1,0,1,141,56,1,16,14,7,0,38,6,25,6,2,6,11,9,0,6,0,0,0,0,0,0,33,11,6,1,10,12,9,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,1,0,9,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1
18 - Ιωαννίνων,156 E.T. Δήμου Ζίτσας,81,25,0,0,0,25,3,1,0,2,1,0,2,0,5,2,0,1,2,1,0,2,3,2,1,1,0,2,5,5,1,0,2,0,0,0,3,3,0,0,0,2,1,0,3,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,157 E.T. Δήμου Ζίτσας,141,50,1,0,1,49,22,3,8,10,7,0,6,4,18,3,2,2,9,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,158 E.T. Δήμου Ζίτσας,60,19,0,0,0,19,4,0,0,4,1,0,0,2,12,1,0,7,9,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,159 E.T. Δήμου Ζίτσας,352,187,2,1,3,184,65,5,5,36,10,2,15,0,37,12,16,4,8,13,2,6,1,0,0,0,1,0,30,23,4,0,0,4,0,0,32,29,0,4,19,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,4,2,0,0,1,0,4,0,0,0,0,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0
18 - Ιωαννίνων,160 E.T. Δήμου Ζίτσας,396,237,1,4,5,232,71,6,10,38,8,1,13,15,56,9,10,8,27,18,1,9,4,1,0,0,1,0,42,36,0,1,9,6,6,2,28,24,0,0,10,1,4,3,5,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,7,1,1,1,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,2,2
18 - Ιωαννίνων,161 E.T. Δήμου Ζίτσας,422,237,2,2,4,233,83,5,6,29,9,7,15,25,81,29,28,15,18,26,3,16,1,0,0,1,1,0,15,11,4,0,2,0,0,0,23,21,0,0,15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,16,0,0,0,2,12,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0
