ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΚΡΙΩΤΗΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΛΙΒΑΝΙΟΥ ΖΩΗ του Ευαγγέλου,ΛΥΚΟΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΝΤΕΛΚΗ ΚΥΠΑΡΙΣΣΙΑ (ΠΑΡΗ) του Νικολάου,ΠΡΑΤΣΟΛΗΣ  ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Κλεάνθη,ΣΙΜΩΣΗ ΓΕΩΡΓΙΑ του Αθανασίου,ΧΑΤΖΗΓΙΑΝΝΑΚΗΣ  ΜΙΛΤΙΑΔΗΣ του Ευαγγέλου,Νέα Δημοκρατία,ΑΡΓΥΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΖΕΜΠΙΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΚΑΡΑΜΠΑΤΣΩΛΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ (ΣΙΜΟΣ) του Βασιλείου,ΜΑΝΩΛΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΜΙΜΙΚΟΥ ΕΥΑΓΓΕΛΙΑ του Αλεξάνδρου,ΠΑΠΠΑ ΑΝΝΑ του Δημητρίου,ΠΝΕΥΜΑΤΙΚΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΖΑΧΑΡΙΑΔΟΥ ΟΥΡΑΝΙΑ του Βασιλείου,ΚΑΡΑΓΑΣΗΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου,ΚΕΛΕΠΟΥΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΚΟΤΡΩΝΗΣ ΧΡΗΣΤΟΣ του Σταύρου,ΜΠΑΡΜΠΟΥΡΗΣ Ευάγγελος του Σπυρίδωνος,ΜΠΟΥΡΝΙΩΤΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΡΑΛΛΗ ΙΩΑΝΝΑ του Αναστασίου,ΧΑΛΙΩΤΗ ΑΡΓΥΡΩ του Ελευθερίου,Κίνημα Αλλαγής,ΓΕΝΝΗΜΑΤΑ ΦΩΤΕΙΝΗ (ΦΩΦΗ) του Γεωργίου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ του Αγγέλου,ΜΠΟΥΡΟΔΗΜΟΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΠΑΛΑΙΟΛΟΓΟΥ - ΝΙΚΟΛΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αθανασίου,ΠΑΠΑΔΙΟΧΟΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΠΑΠΑΝΑΣΤΑΣΙΟΥ ΑΣΗΜΙΝΑ (ΜΙΝΑ) του Δημητρίου,ΠΑΥΛΟΥ ΧΡΗΣΤΟΣ του Ταξιάρχη,ΣΕΠΕΤΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε.,ΑΥΛΩΝΙΤΗ ΔΗΜΗΤΡΑ (ΤΑΝΙΑ) του Ευαγγέλου,ΓΕΩΡΓΑΝΤΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΜΑΡΙΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΟΣ του Βελισσαρίου,ΝΤΟΥΡΟΥ ΙΩΑΝΝΑ (ΣΟΦΙΑ) του Πέτρου,ΠΑΠΑΣΩΤΗΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΤΖΑΒΑΡΑΣ ΙΩΑΝΝΗΣ του Ευαγγέλου - Αντωνίου,ΤΣΙΒΙΚΑ ΓΡΑΝΕΤΑ του Ευαγγέλου,Ένωση Κεντρώων,ΒΛΑΧΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΓΙΑΝΝΑΚΟΥΡΗ ΑΝΝΑ - ΜΑΡΙΑ του Αναστασίου,ΓΚΑΒΑΛΗΣ ΝΙΚΟΛΑΟΣ του Προκοπίου,ΓΟΥΡΓΙΩΤΗ ΣΤΑΜΑΤΙΑ του Κωνσταντίνου,ΚΩΝΣΤΑΝΤΙΝΟΥ ΝΙΚΟΛΑΟΣ του Σταμούλη,ΝΤΑΡΛΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΣΕΤΤΑ ΕΛΕΝΗ του Σταύρου,ΧΑΤΖΗΑΘΑΝΑΣΙΟΥ ΝΙΚΟΛΑΟΣ του Αθανασίου,Ο.Κ.Δ.Ε.,ΘΕΟΔΩΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Φιλίππου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΦΕΙΑΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χρήστου,ΜΕΘΕΝΙΤΗΣ ΣΠΥΡΙΔΩΝ (ΣΠΥΡΟΣ) του Αναστασίου,ΜΠΟΥΣΟΥΛΑΣ ΘΕΟΔΩΡΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΘΕΜΕΛΗΣ ΧΡΙΣΤΟΦΟΡΟΣ του Ιωάννη,ΚΩΝΣΤΑΝΤΑΓΚΑ ΔΕΣΠΟΙΝΑ του Γεωργίου,ΛΑΜΠΡΙΝΟΣ ΕΥΑΓΓΕΛΟΣ του Θεοδώρου,ΜΟΣΧΗ ΤΣΑΜΠΙΚΑ (ΤΑΜΜΥ) του Κυριάκου,ΧΑΪΤΑΣ ΗΛΙΑΣ του Χαράλαμπου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΑΓΓΕΛΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΛΙΩΝΗΣ ΕΥΑΓΓΕΛΟΣ του Ιωάννη,ΜΠΑΣΟΥΚΟΣ ΑΠΟΣΤΟΛΟΣ του Ανέστη,ΜΩΡΑΪΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Σταύρου,ΠΟΛΙΤΗΣ ΝΙΚΟΛΑΟΣ του Ευαγγέλου,ΠΡΩΤΟΝΟΤΑΡΙΟΥ ΑΡΤΕΜΗΣΙΑ του Νικολάου,ΣΙΜΙΤΖΗ ΕΛΕΝΗ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΤΣΙΛΙΧΡΗΣΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΣΟΥΛΤΑΝΑ του Κωνσταντίνου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΕΔΕΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΖΑΝΙΔΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Εμμανουήλ,ΚΑΝΤΟΥΡΟΣ ΣΤΥΛΙΑΝΟΣ του Βασιλείου,ΝΤΟΥΜΑ ΑΡΙΑΔΝΗ του Νικολάου,ΡΟΥΤΣΗΣ ΠΑΣΧΑΛΗΣ του Βασιλείου,ΧΑΤΖΗΘΕΟΔΩΡΟΥ ΔΗΜΗΤΡΑ του Στυλιανού,Λαϊκή Ενότητα,ΓΚΙΜΤΣΑΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΛΑΜΠΡΟΥ ΑΘΑΝΑΣΙΟΣ του Χαραλάμπους,ΤΑΜΠΟΥΡΑΤΖΗ ΔΗΜΗΤΡΑ του Αναστασίου,ΜέΡΑ25,ΑΒΔΕΛΑΣ ΕΥΑΓΓΕΛΟΣ του Λεωνίδα,ΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΜΕΣΙΤΗ ΔΕΣΠΟΙΝΑ του Μαρσέλου,ΠΑΠΑΪΩΑΝΝΟΥ ΙΩΑΝΝΗΣ του Δημήτρη,ΣΚΙΑΔΑΡΕΣΗ ΑΝΝΑ του Γεράσιμου,ΤΡΙΜΙΝΤΖΙΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΘΑΝΑΣΙΑΔΗ ΝΑΤΑΛΙΑ του Ιωάννη,ΔΡΑΚΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Παναγιώτη,ΚΑΤΣΟΣ ΒΑΓΙΑΣ του Δημητρίου,ΚΡΙΝΗΣ ΑΝΤΩΝΙΟΣ του Ελευθερίου,ΚΡΟΤΣΕΤΗ ΓΕΩΡΓΙΑ του Βασιλείου,ΤΣΙΡΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΜΙΝΤΖΙΦΙΡΗ ΕΛΕΝΗ του Αλεξάνδρου,ΡΟΥΜΠΗΣ ΕΥΑΓΓΕΛΟΣ του Ευθυμίου
37 - Ευβοιας,122 E.T. Δήμου Ιστιαίας - Αιδηψού,225,139,1,2,3,136,21,2,7,0,1,4,0,1,2,63,6,6,0,24,6,0,25,5,14,0,0,0,0,0,0,0,0,23,0,17,5,1,0,5,0,0,6,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,123 E.T. Δήμου Ιστιαίας - Αιδηψού,243,138,4,2,6,132,28,0,9,3,0,18,1,0,2,75,9,20,8,32,8,0,24,7,7,0,0,0,0,0,0,0,0,10,0,7,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,124 E.T. Δήμου Ιστιαίας - Αιδηψού,285,186,2,3,5,181,76,6,33,0,1,18,2,0,4,61,1,14,2,30,6,1,6,6,2,0,0,0,0,0,0,0,0,19,0,8,1,1,0,1,0,0,3,1,0,2,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,125 E.T. Δήμου Ιστιαίας - Αιδηψού,235,107,1,1,2,105,28,5,12,1,0,3,0,2,1,38,4,6,1,22,2,2,4,5,5,0,0,0,0,0,0,0,0,12,0,6,3,2,0,0,0,1,6,0,1,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,126 E.T. Δήμου Ιστιαίας - Αιδηψού,392,263,6,0,6,257,70,11,16,7,2,11,3,4,10,90,6,5,0,45,1,1,17,6,12,0,0,0,0,0,0,0,0,35,0,23,4,7,0,1,1,2,8,3,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1,2,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,3,1,1,3,0,1,0,0,0,0,0,0,9,0,0
37 - Ευβοιας,127 E.T. Δήμου Ιστιαίας - Αιδηψού,325,189,4,0,4,185,50,1,7,5,0,4,3,4,4,69,5,8,0,39,5,3,10,10,9,2,3,0,1,0,0,1,1,22,0,19,1,0,0,3,0,1,6,1,0,1,3,1,1,1,0,2,1,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,5,2,0
37 - Ευβοιας,128 E.T. Δήμου Ιστιαίας - Αιδηψού,472,287,2,2,4,283,104,8,21,7,5,44,4,3,31,93,12,34,3,51,1,1,14,16,6,0,0,0,0,0,0,0,0,26,0,20,1,0,0,0,0,2,29,4,1,18,0,5,16,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0
37 - Ευβοιας,129 E.T. Δήμου Ιστιαίας - Αιδηψού,451,256,2,3,5,251,74,7,29,9,7,20,4,0,14,76,10,24,3,43,1,1,8,14,12,1,4,0,0,4,1,2,0,16,0,8,1,1,0,4,0,1,26,1,1,16,0,12,6,1,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,19,2,0,1,13,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12,1,2,0,1,0,0,4,0,1,0,0,0,1,7,5,5
37 - Ευβοιας,130 E.T. Δήμου Ιστιαίας - Αιδηψού,484,281,4,1,5,276,82,12,17,3,5,28,1,5,23,122,11,34,2,61,6,5,11,26,1,1,0,0,0,0,0,0,1,26,6,18,0,0,0,0,0,1,16,0,0,8,1,3,5,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,5,1,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,2,1,2,0,0,0,0,0,0,0,0,5,3,3
37 - Ευβοιας,131 E.T. Δήμου Ιστιαίας - Αιδηψού,326,213,3,1,4,209,46,2,22,2,2,21,1,5,2,80,7,7,2,38,4,1,10,19,4,2,0,0,0,1,0,0,1,43,0,31,5,0,0,2,2,5,10,0,0,10,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,0,2,0,0,5,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,7,1,1,1,1,1,0,0,0,0,0,0,0,0,6,2,2
37 - Ευβοιας,132 E.T. Δήμου Ιστιαίας - Αιδηψού,502,269,5,0,5,264,117,10,37,9,19,40,35,7,9,76,1,26,0,49,3,3,6,11,7,1,4,0,0,2,0,1,0,17,0,15,1,2,0,1,0,0,27,2,1,18,1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,3,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0
37 - Ευβοιας,133 E.T. Δήμου Ιστιαίας - Αιδηψού,559,311,10,1,11,300,83,4,23,4,7,34,12,3,15,104,6,39,4,61,10,3,20,14,14,0,0,0,0,0,0,0,0,25,5,20,0,0,1,3,0,2,40,1,2,27,1,7,19,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,2,3,4,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,4,6,6,1,0,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,134 E.T. Δήμου Ιστιαίας - Αιδηψού,428,288,10,3,13,275,81,9,39,5,2,33,1,1,8,101,8,53,3,27,30,0,8,10,15,0,0,0,0,0,0,0,0,28,10,21,2,3,0,2,0,2,20,3,0,12,1,3,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,2,1,10,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0
37 - Ευβοιας,135 E.T. Δήμου Ιστιαίας - Αιδηψού,431,276,9,1,10,266,76,4,40,12,2,22,4,2,9,122,18,68,1,29,30,2,16,15,9,1,1,1,2,0,0,0,0,13,0,7,8,0,0,0,0,1,13,0,1,5,0,6,2,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,3,3,2,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,1,0,6,3,2
37 - Ευβοιας,136 E.T. Δήμου Καρύστου,530,301,10,3,13,288,132,14,69,13,18,5,5,21,7,68,4,5,1,13,53,0,2,19,18,0,0,0,0,0,0,0,0,9,9,4,1,0,1,0,0,0,13,0,0,6,0,1,5,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,3,2,1,0,2,1,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,2,1,3,1,4,5,0,0,0,0,0,0,0,8,0,0
37 - Ευβοιας,137 E.T. Δήμου Καρύστου,257,154,2,0,2,152,50,7,11,4,9,2,0,10,4,48,2,0,1,14,29,1,10,12,4,0,0,0,0,0,0,0,0,11,0,8,1,1,1,0,0,0,14,3,0,11,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,4,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,2,1,0,3,2,3,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,138 E.T. Δήμου Καρύστου,314,144,3,0,3,141,38,5,11,8,7,1,1,7,5,68,2,5,2,18,49,1,0,13,6,0,0,0,0,0,0,0,0,8,0,7,1,0,0,3,0,0,4,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0
37 - Ευβοιας,139 E.T. Δήμου Καρύστου,415,217,1,0,1,216,57,8,11,7,18,3,0,15,7,91,6,8,4,33,63,1,2,22,8,0,0,0,0,0,0,0,0,8,0,4,0,0,2,0,1,0,12,2,2,6,2,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,2,0,0,0,0,0,0,5,0,0
37 - Ευβοιας,140 E.T. Δήμου Καρύστου,530,370,2,3,5,365,129,17,33,26,20,8,4,21,18,139,10,22,3,42,89,2,4,37,12,0,0,0,0,0,0,0,0,22,6,16,1,0,0,4,0,0,18,1,0,13,0,0,10,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,4,1,5,5,0,2,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,10,0,1,0,1,1,4,4,0,0,0,0,0,0,3,0,0
37 - Ευβοιας,141 E.T. Δήμου Καρύστου,536,313,2,4,6,307,88,6,33,13,12,4,5,11,13,137,6,4,2,45,91,3,6,33,10,1,2,3,1,2,1,2,0,6,0,5,1,2,0,0,1,0,20,1,0,17,0,4,7,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12,9,1,2,5,1,4,0,0,0,0,9,5,3,0,1,0,1,1,0,1,1,17,0,3,0,0,1,8,1,1,0,0,1,0,0,4,2,2
37 - Ευβοιας,142 E.T. Δήμου Καρύστου,563,313,4,2,6,307,80,12,27,14,13,2,7,13,17,124,6,16,4,49,70,0,6,37,10,0,0,0,0,0,0,0,0,16,5,11,5,1,0,2,0,0,22,2,0,15,0,4,6,1,1,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,15,5,1,6,5,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,1,6,2,4,5,5,2,0,0,0,0,0,0,4,0,0
37 - Ευβοιας,143 E.T. Δήμου Καρύστου,551,341,4,4,8,333,107,13,28,21,13,2,10,14,16,135,8,9,1,51,90,0,7,28,6,5,2,2,1,0,0,1,0,11,0,6,0,2,0,1,0,0,15,1,0,9,2,4,5,0,1,2,2,1,0,0,0,0,1,0,0,0,6,2,0,4,0,0,0,0,0,0,0,0,27,14,5,4,7,2,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,12,0,1,1,1,1,4,2,0,2,1,0,0,0,7,2,4
37 - Ευβοιας,144 E.T. Δήμου Καρύστου,530,362,5,1,6,356,99,6,32,26,13,5,12,17,11,149,12,20,3,33,85,5,18,44,15,4,1,1,2,1,3,4,2,19,0,14,1,1,1,0,1,2,16,3,0,8,0,4,5,2,0,6,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,5,5,7,4,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,2,6,1,2,2,2,5,1,0,2,0,1,3,5,2,3
37 - Ευβοιας,145 E.T. Δήμου Καρύστου,561,372,2,2,4,368,108,18,27,19,16,6,6,18,16,140,6,21,8,41,83,5,16,28,21,5,4,5,2,3,2,5,3,8,0,5,0,2,0,0,0,0,17,1,0,10,0,3,6,1,0,3,0,2,0,0,0,0,3,1,0,0,9,0,0,8,0,0,0,0,0,0,0,0,23,11,2,4,6,1,2,0,0,0,0,1,1,1,0,0,0,0,5,2,0,2,18,2,3,2,1,5,8,9,4,2,1,1,1,3,6,4,2
37 - Ευβοιας,146 E.T. Δήμου Καρύστου,558,385,7,2,9,376,120,17,26,28,15,4,5,13,21,147,4,18,7,51,99,6,10,28,19,0,0,0,0,0,0,0,0,25,0,15,2,2,0,0,0,0,24,1,1,17,1,2,10,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,4,0,0,1,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,15,1,1,3,3,2,4,1,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,147 E.T. Δήμου Καρύστου,542,312,0,3,3,309,108,10,23,31,16,9,6,25,9,130,2,17,2,94,85,3,10,26,8,0,0,0,0,0,0,0,0,7,0,5,0,1,0,2,0,0,11,3,0,9,1,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,2,4,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,18,1,1,2,4,1,9,5,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,148 E.T. Δήμου Καρύστου,533,334,2,3,5,329,114,16,48,23,24,8,3,22,18,141,7,30,4,49,92,4,11,29,6,0,0,0,0,0,0,0,0,24,0,20,0,2,1,4,0,2,5,0,0,5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,6,2,1,3,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,9,2,0,0,1,2,4,1,0,0,0,0,0,0,7,0,0
37 - Ευβοιας,149 E.T. Δήμου Καρύστου,213,125,1,2,3,122,65,10,23,12,1,6,7,5,12,17,2,4,0,7,10,0,0,4,2,1,0,0,0,2,0,0,0,12,0,9,0,0,0,0,0,0,3,1,0,3,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,150 E.T. Δήμου Καρύστου,544,199,2,2,4,195,60,5,17,9,2,3,2,3,5,95,3,12,0,32,57,3,1,17,3,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,151 E.T. Δήμου Καρύστου,211,95,0,0,0,95,37,13,13,2,6,1,0,2,7,43,1,4,0,26,22,0,5,8,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,152 E.T. Δήμου Καρύστου,112,46,0,0,0,46,11,2,3,1,1,0,1,1,0,27,0,3,1,8,15,0,5,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,153 E.T. Δήμου Καρύστου,177,92,1,0,1,91,33,2,17,1,3,1,2,3,3,26,0,1,0,9,19,0,4,15,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0,0,9,1,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,154 E.T. Δήμου Καρύστου,108,52,0,0,0,52,26,3,8,5,2,1,1,3,2,21,0,1,1,1,19,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,155 E.T. Δήμου Καρύστου,350,157,0,3,3,154,39,3,6,9,3,0,0,6,4,87,5,32,0,41,36,0,2,10,8,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,156 E.T. Δήμου Καρύστου,150,63,2,1,3,60,15,2,2,2,5,1,1,2,3,24,1,1,1,3,21,0,0,1,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
