ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΛΑΜΑΡΑΣ ΕΥΑΓΓΕΛΟΣ (ΑΚΗΣ) του Αθανασίου,ΚΑΡΑΠΑΤΑΚΗΣ ΗΛΙΑΣ του Κωνσταντίνου,ΚΟΚΚΙΝΑΚΗ ΦΩΤΕΙΝΗ του Δημητρίου,ΚΟΥΤΣΙΦΕΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΜΕΪΚΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Μιχαήλ,ΜΠΑΛΛΗΣ ΣΥΜΕΩΝ (ΜΑΚΗΣ) του Γεωργίου,ΠΑΠΑΝΑΤΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Στεργίου,ΧΡΥΣΟΒΕΛΩΝΗ ΜΑΡΙΝΑ του Γεωργίου,Νέα Δημοκρατία,ΑΝΑΓΝΩΣΤΟΥ ΖΑΦΕΙΡΟΥΛΑ του Χαράλαμπου,ΚΑΛΤΣΟΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΛΙΟΥΠΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΜΑΚΡΗ ΖΩΗ (ΖΕΤΤΑ) του Μιχαήλ,ΜΑΡΑΒΕΓΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αριστοτέλη,ΜΠΟΥΚΩΡΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΠΑΤΣΟΓΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΤΡΙΑΝΤΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΛΑΧΑΚΗ ΜΑΡΙΑ του Χρήστου,ΗΛΙΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΚΑΛΟΥΤΣΑΣ ΑΡΤΕΜΙΟΣ του Ματθαίου,ΚΩΣΤΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΙΦΙΓΕΝΕΙΑ (ΕΦΗ) του Αθανασίου,ΠΕΤΡΟΥΛΙΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ (ΑΚΗΣ ) του Ιωάννη,ΣΥΡΟΣ ΓΕΩΡΓΙΟΣ του Χρίστου,ΣΥΡΤΑΔΙΩΤΗΣ ΘΕΟΔΩΡΟΣ του Δημητρίου,Κίνημα Αλλαγής,ΑΝΑΣΤΑΣΙΟΥ ΙΩΑΝΝΗΣ του Ιωάννη,ΜΠΕΛΤΖΕΝΙΤΗ ΜΑΓΔΑΛΗΝΗ (Μάνια) του Χρήστου,ΠΛΑΣΤΑΡΑΣ ΤΡΥΦΩΝ του Ευσταθίου,ΣΑΚΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΦΟΡΤΟΥΝΑ ΕΛΕΝΗ του Νικολάου,ΧΑΤΖΗΔΗΜΗΤΡΙΟΥ ΦΩΤΙΟΣ του Ιωάννη,ΧΑΥΤΟΥΡΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΧΡΙΣΤΟΔΟΥΛΙΑ ΕΛΕΝΗ του Κωνσταντίνου,Κ.Κ.Ε.,ΑΚΡΙΒΟΥ ΜΥΡΤΩ του Αποστόλου,ΡΗΓΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Αποστόλου,ΡΙΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Δημητρίου,ΡΟΥΣΗ - ΚΩΤΗ ΑΓΟΡΗ (ΡΙΤΣΑ) του Γεωργίου,ΡΟΥΣΣΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΣΤΕΡΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ελευθερίου,ΤΖΙΟΥΜΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,ΤΣΑΛΟΥΧΑΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,Ένωση Κεντρώων,ΒΟΥΛΓΑΡΗ ΕΙΡΗΝΗ-ΧΡΥΣΟΒΑΛΑΝΤΟΥ του Εμμανουήλ,ΖΑΦΕΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Τρύφωνα,ΚΑΒΑΔΕΛΛΑ ΑΘΗΝΑ του Κωνσταντίνου,ΜΠΟΓΟΣΙΑΝ ΑΡΑΜ του Χραντ,ΠΕΤΣΗΣ ΙΩΑΝΝΗΣ του Ευρυπίδη,ΧΡΙΣΤΟΠΟΥΛΟΥ ΕΥΤΥΧΙΑ του Σπυρίδωνα,Ο.Κ.Δ.Ε.,ΣΓΟΥΡΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΑΓΓΙΝΑ ΗΡΩ του Θεοδοσίου,ΠΑΠΑΕΥΣΤΑΘΙΟΥ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΣΚΟΥΦΟΓΛΟΥ ΕΜΜΑΝΟΥΗΛ - ΣΤΥΛΙΑΝΟΣ του Παναγιώτη,ΣΤΕΦΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΧΟΥΛΙΑΡΑ ΓΡΑΜΜΑΤΟΥΛΑ (ΜΑΤΙΝΑ) του Βασιλείου,Ελλήνων Συνέλευσις,ΒΑΣΙΛΕΙΟΥ ΔΗΜΗΤΡΙΟΣ του Ευαγγέλου,ΚΑΜΠΟΥΡΗ ΕΥΑΓΓΕΛΙΑ του Σπυρίδωνα-Εμμανουήλ,ΚΑΤΣΑΜΠΑΣ ΒΑΪΟΣ του Γεωργίου,ΠΑΝΑΓΙΩΤΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ευαγγέλου,ΡΟΪΔΗ ΙΩΑΝΝΑ-ΜΑΡΙΑ του Βασιλείου,ΣΑΜΑΡΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Ιωάννη,ΧΑΤΖΟΠΟΥΛΟΥ ΕΛΕΝΗ χήρα Γεωργίου,ΧΛΕΜΠΟΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΜΗΛΙΟΡΔΟΥ ΕΛΕΝΗ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΜΕΝΤΖΙΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΓΙΑΝΝΙΤΣΑΚΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΜΑΡΚΑΚΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΜΑΡΚΑΤΑ ΑΘΑΝΑΣΙΑ του Ευθυμίου,ΜΠΕΝΟΥ ΑΝΘΟΥΛΑ-ΕΙΡΗΝΗ του Θεοδώρου,ΠΑΡΑΠΑΡΕΚΗ ΜΑΓΔΑΛΗΝΗ του Νικολάου,ΠΛΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Λεωνίδα,ΤΣΑΚΑΝΙΚΑΣ ΑΠΟΣΤΟΛΟΣ του Ανδρέα,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΕΑΤΟΣ ΓΡΗΓΟΡΙΟΣ του Γερασίμου,ΒΛΑΧΟΣΤΑΜΑΤΗΣ ΕΜΜΑΝΟΥΗΛ του Παντελή,ΚΟΥΤΣΙΜΠΟΥ ΕΛΕΝΗ του Στυλιανού,Μ-Λ Κ.Κ.Ε.,ΑΒΤΖΗΑΣΛΑΝ ΑΠΟΣΤΟΛΟΣ του Φανουρίου,ΜΑΡΚΟΒΗ ΜΑΡΙΑ του Σταύρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΙΡΙΣ - ΑΣΗΜΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Αριστοτέλη,ΒΛΑΣΣΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΓΚΑΓΙΑΝΝΗΣ ΧΡΗΣΤΟΣ του Ευσταθίου,ΚΑΡΑΠΑΝΑΓΙΩΤΟΥ ΑΝΑΣΤΑΣΙΑ του Χρήστου,ΚΟΥΜΠΑΡΕΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΑΥΡΟΜΜΑΤΗ ΚΑΙΡΟΥ του Παναγιώτου,Λαϊκή Ενότητα,ΑΥΓΕΡΙΝΟΥ-ΚΟΥΝΑΤΙΔΗ ΕΛΕΝΗ του Ηλία,ΓΙΑΝΚΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜΠΑΛΛΑ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΠΕΦΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΜέΡΑ25,ΑΓΓΕΛΟΥΣΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΒΛΑΧΟΣ ΙΩΑΝΝΗΣ του Μιλτιάδη,ΕΥΑΓΓΕΛΑΚΗΣ ΑΠΟΣΤΟΛΟΣ-ΗΛΙΑΣ του Ιωάννη,ΚΑΡΑΔΗΜΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΙΡΜΙΖΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΙΝΙΔΟΥ ΑΝΝΑ του Νικολάου,Δημιουργία ξανά - Θ. Τζήμερος,ΒΕΛΛΙΟΥ ΜΑΡΙΑ του Βλασίου,ΓΕΩΡΓΟΥΔΗΣ ΔΙΑΝΕΛΟΣ του Γεωργίου,ΠΑΠΑΠΟΣΤΟΛΟΥ ΗΛΙΑΣ του Μιχαήλ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΪΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΥΚΟΥΒΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΠΑΤΣΙΑΝΤΑΣ ΜΑΡΓΑΡΙΤΗΣ του Ρήγα
23 - Μαγνησίας,115 E.T. Δήμου Βόλου,553,346,6,4,10,336,124,19,2,18,10,39,4,29,36,122,7,28,27,34,21,44,16,5,13,1,9,2,2,1,4,0,3,22,6,1,6,5,0,2,6,2,9,1,0,1,0,0,4,1,1,9,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,3,1,0,0,1,3,1,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,0,1,1,12,2,3,1,0,0,4,1,0,0,0,5,0,3,2
23 - Μαγνησίας,116 E.T. Δήμου Βόλου,536,354,2,2,4,350,121,10,6,18,9,40,18,31,29,127,3,32,37,27,35,41,13,7,15,5,9,1,1,0,2,0,0,13,4,0,3,4,0,2,3,0,13,3,1,5,1,1,3,0,1,4,0,0,2,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,21,2,1,4,5,1,1,2,5,0,0,0,0,0,0,0,7,2,1,0,1,0,6,0,0,0,0,0,15,1,5,0,2,4,2,1,0,1,1,10,1,4,3
23 - Μαγνησίας,117 E.T. Δήμου Βόλου,549,340,5,1,6,334,105,10,6,15,12,39,7,26,21,132,6,26,31,39,35,44,17,10,10,3,5,3,0,0,1,1,1,16,3,0,8,2,2,1,5,2,20,3,0,3,3,0,7,2,3,6,1,1,0,0,2,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,1,0,5,2,0,1,4,1,1,0,0,1,0,0,0,3,0,1,0,0,1,1,3,0,0,3,1,14,3,3,0,1,1,3,1,0,0,0,7,1,1,2
23 - Μαγνησίας,118 E.T. Δήμου Βόλου,551,329,3,6,9,320,99,8,8,14,3,36,9,24,27,115,3,25,32,35,24,45,14,5,7,1,4,1,0,3,1,0,0,24,1,2,5,3,3,2,12,3,16,1,3,3,0,1,6,1,0,5,0,1,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,13,0,1,2,2,2,0,2,3,0,0,0,0,0,0,0,6,3,0,1,1,2,1,2,1,0,0,1,20,3,5,2,2,5,1,2,1,1,1,6,0,4,4
23 - Μαγνησίας,119 E.T. Δήμου Βόλου,541,355,7,1,8,347,119,8,2,14,3,47,9,37,37,137,5,43,39,28,30,48,13,10,13,0,8,5,0,3,1,0,1,15,3,1,6,3,0,1,3,1,20,1,3,7,3,0,9,4,1,1,1,0,0,0,0,1,0,0,3,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,8,0,0,5,1,0,2,1,1,0,0,0,0,2,1,1,6,0,2,0,2,2,2,1,0,0,1,0,9,0,1,0,1,4,3,6,3,5,3,6,1,0,1
23 - Μαγνησίας,120 E.T. Δήμου Βόλου,531,333,1,4,5,328,120,6,4,18,5,49,12,31,33,107,1,30,19,30,32,29,15,4,7,2,5,1,0,0,0,1,1,22,7,1,4,8,1,6,5,0,19,3,2,5,2,2,11,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,2,0,5,2,2,0,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,2,5,0,2,5,4,1,0,0,0,6,1,2,1
23 - Μαγνησίας,121 E.T. Δήμου Βόλου,536,331,4,4,8,323,97,12,5,17,9,33,13,31,25,122,3,21,29,29,28,48,20,8,10,1,7,0,0,0,0,0,1,17,2,1,6,4,4,1,8,0,20,2,1,8,1,1,9,5,2,3,0,1,0,0,1,2,0,0,8,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,17,2,4,6,2,1,0,3,3,0,0,0,0,1,0,0,2,0,0,0,2,0,2,1,1,0,1,0,14,2,4,1,1,5,4,2,2,2,0,9,1,4,4
23 - Μαγνησίας,122 E.T. Δήμου Βόλου,538,334,12,0,12,322,99,12,9,12,13,33,12,23,36,121,4,44,36,37,25,36,11,12,13,4,12,2,0,0,2,0,0,17,1,2,5,6,3,0,7,1,21,0,0,5,0,0,12,1,4,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20,1,2,9,3,0,2,1,5,0,0,0,0,0,0,0,2,0,0,0,0,2,2,3,2,2,0,0,18,4,4,3,1,4,7,1,0,0,0,4,2,1,1
23 - Μαγνησίας,123 E.T. Δήμου Βόλου,533,340,6,1,7,333,87,5,3,16,4,31,9,18,25,151,5,36,41,42,29,54,21,7,11,1,6,3,1,1,2,0,1,25,4,1,8,3,0,0,9,4,19,3,1,6,2,2,13,1,3,6,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,6,1,2,0,3,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13,1,3,0,2,2,2,3,1,0,0,2,0,0,1
23 - Μαγνησίας,124 E.T. Δήμου Βόλου,537,359,2,0,2,357,107,9,5,12,7,38,10,26,45,146,0,42,41,32,35,53,10,7,16,0,11,1,2,0,1,3,0,17,2,1,3,2,3,1,3,3,17,1,4,2,3,1,6,1,1,2,0,0,1,0,1,0,0,0,4,0,0,2,0,1,4,1,1,0,2,0,0,1,0,0,0,18,2,3,7,2,2,0,1,4,0,0,0,0,0,0,0,3,0,1,0,1,1,1,0,0,0,0,0,20,2,3,0,0,3,4,1,0,1,1,2,0,0,1
23 - Μαγνησίας,125 E.T. Δήμου Βόλου,543,350,2,4,6,344,141,14,4,23,9,55,8,45,44,105,2,33,25,23,28,32,9,9,11,1,6,4,0,0,1,0,0,15,6,1,3,2,0,0,7,1,28,6,3,7,4,3,8,3,9,6,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,4,1,5,0,1,1,0,0,0,0,1,0,0,6,2,2,1,1,0,1,1,0,0,0,0,12,2,4,1,2,4,2,2,1,1,0,4,0,1,1
23 - Μαγνησίας,126 E.T. Δήμου Βόλου,561,343,9,3,12,331,115,12,3,15,11,39,10,37,29,106,2,23,25,21,29,46,7,4,10,1,7,2,0,0,2,1,1,24,8,1,6,2,2,3,9,3,34,4,1,9,3,4,17,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20,2,0,5,2,3,3,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11,2,5,1,2,0,3,3,0,1,0,2,0,2,1
23 - Μαγνησίας,127 E.T. Δήμου Βόλου,537,333,8,5,13,320,127,11,11,22,12,45,6,44,39,89,2,16,28,27,31,32,9,11,19,4,13,2,0,1,1,0,1,11,3,0,1,1,0,2,6,1,13,4,1,4,0,1,5,0,2,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,14,0,4,5,1,0,0,1,4,0,0,0,0,0,0,0,6,1,2,1,0,0,3,0,0,0,0,0,25,3,3,3,2,4,3,1,1,0,0,5,1,2,2
23 - Μαγνησίας,128 E.T. Δήμου Βόλου,563,346,8,3,11,335,163,9,3,26,13,50,12,64,56,88,4,14,23,35,23,25,3,13,9,0,5,2,0,0,4,0,0,17,4,2,3,1,3,1,8,0,13,2,1,3,0,3,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,3,2,5,2,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,3,4,3,3,6,8,2,1,0,1,4,2,2,1
23 - Μαγνησίας,129 E.T. Δήμου Βόλου,567,343,6,2,8,335,123,19,13,24,8,36,10,23,42,115,9,27,26,29,26,34,13,13,14,1,8,1,0,2,1,1,1,28,5,1,3,1,6,0,13,4,17,1,1,6,0,0,6,2,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,2,6,2,5,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,1,0,12,3,6,1,1,3,2,1,0,0,0,3,1,1,0
23 - Μαγνησίας,130 E.T. Δήμου Βόλου,561,396,3,2,5,391,133,12,3,17,18,44,8,40,29,134,2,35,37,22,36,53,10,15,11,0,7,2,0,0,1,1,1,25,4,1,5,6,3,6,7,5,25,5,3,6,2,0,8,2,2,2,1,1,0,0,2,0,0,0,4,1,0,1,1,1,4,0,2,0,0,0,1,0,0,0,0,18,3,1,11,1,4,2,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,22,5,7,1,4,5,6,4,0,2,0,8,1,2,5
23 - Μαγνησίας,131 E.T. Δήμου Βόλου,570,350,9,2,11,339,128,19,8,24,10,40,10,36,27,85,3,21,16,19,26,24,11,4,15,2,9,0,2,0,3,0,1,29,10,1,8,13,1,1,10,1,17,2,0,6,1,1,5,1,3,5,2,0,0,0,1,0,0,0,3,2,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,23,2,1,10,2,3,3,6,5,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,20,5,2,3,3,6,6,3,0,0,0,6,2,2,3
23 - Μαγνησίας,132 E.T. Δήμου Βόλου,570,391,6,1,7,384,130,26,7,19,10,46,8,44,30,128,3,29,35,28,38,43,8,10,15,1,13,0,0,1,3,1,3,26,4,1,7,5,7,0,10,3,17,2,1,7,2,1,6,1,1,4,1,0,1,1,1,0,0,0,2,0,0,0,0,2,3,0,1,0,2,0,2,0,1,0,0,20,3,4,8,1,1,1,1,3,1,0,0,0,1,0,0,5,1,1,1,0,3,0,2,2,0,2,0,20,4,6,1,2,2,8,2,1,1,0,8,4,4,2
23 - Μαγνησίας,133 E.T. Δήμου Βόλου,570,358,7,4,11,347,122,11,11,28,6,35,12,40,28,111,4,22,33,30,22,40,10,7,15,1,11,2,1,0,2,0,0,19,5,0,9,3,2,2,5,1,13,0,4,3,0,0,3,2,1,5,3,0,1,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,9,0,2,5,2,1,1,0,1,1,1,0,0,3,0,1,0,0,2,0,2,1,0,1,0,22,8,5,3,5,1,4,5,3,1,2,4,0,2,1
23 - Μαγνησίας,134 E.T. Δήμου Βόλου,567,337,8,3,11,326,131,11,5,16,18,33,12,43,44,94,5,28,17,24,30,27,6,15,11,0,9,2,1,0,6,0,0,25,7,2,4,5,2,2,11,4,21,1,1,10,2,0,7,1,1,2,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,2,3,4,0,3,1,3,5,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,7,1,0,1,0,0,1,2,1,1,1,10,1,4,5
23 - Μαγνησίας,135 E.T. Δήμου Βόλου,568,357,7,3,10,347,123,16,4,20,6,37,9,45,37,95,3,14,25,27,26,42,5,10,9,1,5,0,0,1,2,1,1,23,5,4,8,2,1,4,4,2,23,2,1,10,5,1,11,5,3,7,2,1,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,3,10,1,4,2,1,9,1,0,0,0,1,0,0,2,1,0,0,0,0,1,1,1,1,0,0,19,4,7,2,0,5,3,6,1,1,1,13,3,6,6
23 - Μαγνησίας,136 E.T. Δήμου Βόλου,569,369,4,1,5,364,114,8,2,12,9,38,9,35,46,132,6,30,34,24,37,49,18,10,15,2,12,2,2,1,2,0,1,11,0,0,3,2,1,1,5,2,33,7,1,8,3,3,11,6,6,7,1,1,1,0,0,2,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,16,0,2,6,1,1,0,2,2,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,21,2,2,0,0,9,4,3,2,2,0,6,1,0,0
23 - Μαγνησίας,137 E.T. Δήμου Βόλου,565,364,12,7,19,345,131,16,5,15,8,51,13,62,31,114,5,27,25,26,32,32,13,15,12,1,6,2,1,0,1,1,0,12,2,1,1,3,1,1,5,0,19,1,1,6,3,2,8,4,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,28,6,3,11,2,3,4,5,7,2,1,1,1,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,13,2,3,0,1,5,4,1,0,0,0,6,2,0,3
23 - Μαγνησίας,138 E.T. Δήμου Βόλου,567,354,12,3,15,339,134,19,8,17,9,35,8,51,40,101,3,31,22,24,29,41,14,5,11,0,6,2,0,1,1,1,0,17,5,1,2,1,0,1,11,1,27,2,5,13,3,4,7,2,5,3,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,6,2,2,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,5,6,0,3,2,6,5,3,2,2,3,1,3,1
23 - Μαγνησίας,139 E.T. Δήμου Βόλου,566,346,5,6,11,335,120,10,10,21,9,42,7,42,33,108,2,34,19,23,29,40,7,13,16,5,10,0,2,0,1,0,3,21,2,0,5,7,2,1,7,2,20,2,3,10,1,0,7,1,3,5,4,3,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,15,1,3,3,2,4,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,19,4,5,2,0,5,3,4,0,2,1,4,1,3,1
23 - Μαγνησίας,140 E.T. Δήμου Βόλου,569,377,3,2,5,372,141,13,7,17,10,40,10,67,40,111,2,23,27,41,32,43,9,3,17,2,12,7,0,1,4,0,1,27,2,1,6,3,3,0,11,2,25,3,3,12,2,2,15,2,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,15,3,1,6,1,1,1,6,3,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,24,5,4,2,3,4,7,0,0,0,0,5,1,1,2
23 - Μαγνησίας,141 E.T. Δήμου Βόλου,569,358,4,1,5,353,112,8,4,15,3,33,11,43,29,145,3,33,32,34,51,46,18,14,16,2,7,2,0,3,3,2,0,18,3,0,1,1,1,0,5,2,5,0,1,0,1,2,2,0,1,7,2,2,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,0,5,0,1,0,4,0,0,14,0,2,6,1,0,2,3,2,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,18,3,3,2,4,2,5,0,0,0,0,7,6,3,0
23 - Μαγνησίας,143 E.T. Δήμου Βόλου,530,366,9,2,11,355,107,10,2,8,8,43,12,27,26,125,10,28,37,29,26,44,12,9,14,0,10,0,0,2,2,1,0,31,7,0,6,12,3,7,11,0,20,2,0,5,1,3,8,1,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17,0,3,3,3,3,1,4,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,1,19,2,7,0,3,2,1,3,0,1,1,11,1,3,5
23 - Μαγνησίας,144 E.T. Δήμου Βόλου,542,363,5,4,9,354,125,11,5,14,12,43,7,42,31,123,6,32,34,36,29,48,16,8,19,4,13,4,1,0,1,2,1,18,8,1,2,7,0,1,9,0,18,0,1,5,2,0,8,1,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,8,0,1,1,3,2,0,0,0,0,2,0,1,3,0,0,0,0,0,0,1,0,0,0,0,20,4,8,2,2,4,5,0,0,0,0,6,2,3,3
23 - Μαγνησίας,145 E.T. Δήμου Βόλου,532,363,8,1,9,354,134,14,4,14,13,42,8,47,32,122,6,27,38,22,37,39,8,13,10,3,8,1,0,1,1,2,0,16,2,1,4,1,2,2,6,0,18,1,0,4,4,0,9,1,1,1,0,0,0,0,0,0,0,0,4,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,18,1,2,7,1,1,0,4,3,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,20,2,5,0,4,3,3,3,1,3,0,6,3,3,0
23 - Μαγνησίας,146 E.T. Δήμου Βόλου,570,358,4,1,5,353,143,26,3,16,13,38,17,48,37,108,2,27,19,34,26,35,13,11,11,1,9,1,1,1,1,0,0,13,4,1,5,5,0,0,2,0,20,3,2,8,2,4,9,1,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,4,10,4,2,0,5,10,0,0,0,0,0,0,0,7,2,1,1,1,0,3,0,0,0,0,0,11,1,2,1,1,3,1,4,3,1,2,9,3,2,4
23 - Μαγνησίας,147 E.T. Δήμου Βόλου,538,341,2,0,2,339,133,18,12,10,3,38,15,43,31,115,5,22,33,23,23,53,15,13,6,0,5,0,0,2,0,1,0,16,5,0,4,0,2,0,7,0,22,3,3,11,5,2,11,1,2,4,3,0,0,0,1,0,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,1,1,1,13,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,3,1,0,0,0,0,0,15,4,4,1,2,3,2,1,1,1,0,5,2,4,2
