ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΖΑΧΑΡΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Αντωνίου,ΚΕΛΕΠΟΥΡΗ ΑΓΓΕΛΙΚΗ του Παναγιώτη,ΚΟΖΟΜΠΟΛΗ - ΑΜΑΝΑΤΙΔΗ ΠΑΝΑΓΙΩΤΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΙΝΕΑΣ ΠΕΤΡΟΣ του Νικολάου,ΠΑΤΣΑΡΙΝΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΣΠΥΡΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΧΑΡΙΤΣΗΣ ΑΛΕΞΑΝΔΡΟΣ (ΑΛΕΞΗΣ) του Βύρωνα,Νέα Δημοκρατία,ΚΟΥΜΑΝΤΟΥ ΠΑΝΑΓΙΩΤΑ (ΠΙΠΙΝΑ) του Παναγή,ΚΥΡΙΑΚΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΣΑ) του Κυριάκου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΜΑΝΤΑΣ ΠΕΡΙΚΛΗΣ του Παντελή,ΝΤΙΝΤΑ ΠΑΝΑΓΙΩΤΑ του Βασιλείου,ΣΑΜΑΡΑΣ ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΧΡΥΣΟΜΑΛΛΗΣ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Παναγιώτη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΟΙΜΟΝΟΣ ΒΑΣΙΛΗΣ του Ιωάννη,ΚΕΤΣΕΑ ΦΡΙΝΤΑ του Θρασύβουλου,ΞΕΝΟΥΛΗ ΔΕΣΠΟΙΝΑ του Σπυρίδωνος,ΠΑΝΟΥΣΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΡΟΥΣΣΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κίνημα Αλλαγής,ΑΛΕΥΡΑΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΑΝΤΩΝΟΠΟΥΛΟΣ ΑΓΓΕΛΟΣ του Νικολάου,ΒΑΡΕΛΑ ΒΑΣΙΛΙΚΗ του Νικήτα,ΓΕΡΟΝΙΚΟΛΟΣ ΜΕΝΕΛΑΟΣ του Κωνσταντίνου,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΥΝΤΟΥΡΑΤΖΗ (ΜΠΛΑΝΑ) ΑΘΗΝΑ του Αθανασίου,ΠΙΕΡΡΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,Κ.Κ.Ε.,ΚΑΝΤΖΙΛΙΕΡΗ ΧΡΙΣΤΙΝΑ - ΕΛΕΥΘΕΡΙΑ του Παναγιώτη,ΚΟΥΤΟΥΜΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σαράντου,ΚΟΥΦΑΛΑΚΟΥ ΕΥΑΓΓΕΛΙΑ του Παναγιώτη,ΛΑΜΠΡΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΜΥΡΝΗΣ ΑΡΓΥΡΙΟΣ του Αντωνίου,ΧΡΗΣΤΕΑ ΣΤΕΛΛΑ του Νικολάου,Ένωση Κεντρώων,ΑΡΓΥΡΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΚΑΡΥΔΗ ΕΥΔΟΚΙΑ - ΑΘΑΝΑΣΟΥΛΑ του Αντωνίου,ΜΠΑΚΑΣ ΦΩΤΙΟΣ του Αθανασίου,ΡΗΓΑ ΑΝΑΣΤΑΣΙΑ του Αντωνίου,ΧΡΙΣΤΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ισαάκ - Ευάγγελου,Ο.Κ.Δ.Ε.,ΠΑΠΑΘΑΝΑΣΙΟΥ ΧΡΗΣΤΟΣ του Αθανασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΑΡΑΝΤΖΙΩΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ηλία,ΚΑΠΕΤΑΝΑΚΗ ΓΑΡΥΦΑΛΛΙΑ του Αποστόλου,ΚΑΤΣΑΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΠΕΤΡΑΚΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΣΠΥΡΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΗΛΙΑΣ του Σπήλιου,ΑΛΕΞΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αθανασίου,ΓΕΩΡΓΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΚΑΤΣΙΡΕΑΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΑΜΨΩΝΑ ΑΘΗΝΑ του Σπυρίδωνος,ΣΩΦΡΟΝΑ ΜΑΡΙΑ του Χρήστου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΡΑΤΑΣΗ ΘΕΟΔΩΡΑ του Αδάμ,ΚΑΝΙΩΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σπυρίδωνος,ΚΑΡΑΜΠΙΝΗΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΥΣΤΑΘΙΟΣ του Βασιλείου,ΣΠΑΘΗ ΜΑΡΙΑ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΒΑΡΣΟΥ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΕΥΓΕΝΙΟΣ του Ευσταθίου,Μ-Λ Κ.Κ.Ε.,ΚΑΤΣΑΦΑΔΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ του Παναγιώτη,Λαϊκή Ενότητα,ΔΕΤΑΣ ΠΟΥΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ - ΑΝΤΩΝΙΟΣ του Σπυρίδωνος,ΔΟΥΛΑΜΗ ΠΕΤΡΟΥΛΑ του Χαράλαμπου,ΜΗΤΣΗ ΜΑΡΙΑ του Δημητρίου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Ιωάννη,ΜέΡΑ25,ΑΛΕΞΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΚΑΚΑΒΑΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Στυλιανού,ΚΥΒΕΛΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΑΝΩΛΑΚΑΚΗ ΕΛΕΝΗ του Ιωάννη,ΣΑΡΔΕΛΗ ΜΑΡΙΑ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΔΑΡΑΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΚΑΣΙΜΑΤΗ ΕΛΕΥΘΕΡΙΑ του Χαράλαμπου,ΛΙΒΑΣ ΠΕΡΙΚΛΗΣ του Βασιλείου,ΤΣΑΝΤΟΥΛΗ ΗΛΕΚΤΡΑ του Γεωργίου,ΧΑΡΜΠΙΛΑΣ ΒΑΣΙΛΕΙΟΣ του Περικλή,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΡΑΛΛΗΣ ΑΘΑΝΑΣΙΟΣ-ΓΕΩΡΓΙΟΣ (ΑΚΗΣ) του Νικολάου
46 - Μεσσηνίας,142 E.T. Δήμου Καλαμάτας,568,345,10,3,13,332,104,9,9,33,26,26,4,56,158,31,32,53,32,23,0,65,7,4,3,2,1,2,15,7,1,2,9,2,0,0,13,5,5,1,6,1,1,2,6,2,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,10,2,3,4,5,2,0,0,0,0,0,1,1,1,0,0,1,0,0,12,3,0,3,4,1,1,1,0,1,0,0,2,2
46 - Μεσσηνίας,143 E.T. Δήμου Καλαμάτας,569,329,8,3,11,318,93,7,6,18,24,26,6,58,137,34,26,58,21,21,0,53,4,1,2,1,2,1,16,7,2,2,7,2,0,3,19,3,5,7,4,1,1,4,3,2,1,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,16,3,1,7,6,2,0,0,0,0,0,0,0,4,1,2,2,2,0,11,2,1,2,3,3,7,3,1,0,1,2,5,4
46 - Μεσσηνίας,144 E.T. Δήμου Καλαμάτας,563,327,3,1,4,323,117,6,6,26,30,27,6,77,147,27,26,67,25,27,0,56,5,3,0,0,0,5,10,1,1,2,3,1,0,0,13,2,4,0,3,0,1,2,3,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,3,4,1,1,0,0,0,0,0,0,0,4,1,1,0,2,1,11,1,0,0,5,7,3,0,0,0,1,1,1,1
46 - Μεσσηνίας,145 E.T. Δήμου Καλαμάτας,568,319,3,2,5,314,108,9,7,28,22,33,5,53,126,22,22,50,23,13,26,36,12,1,3,1,1,6,13,7,4,2,6,0,1,2,19,7,7,1,2,1,4,3,1,0,0,0,0,0,0,0,2,1,1,0,1,0,4,4,1,0,1,0,1,1,7,2,0,4,2,0,0,0,0,0,0,1,0,2,1,0,1,0,0,12,3,1,3,7,4,6,2,1,1,1,2,1,0
46 - Μεσσηνίας,146 E.T. Δήμου Καλαμάτας,569,327,4,3,7,320,104,9,9,22,20,23,3,58,132,20,16,52,22,30,19,40,10,7,2,5,0,2,18,6,2,2,7,3,2,4,16,3,6,5,1,0,2,3,3,1,1,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,7,3,1,3,0,1,2,0,1,0,0,1,1,3,1,1,1,0,0,16,6,1,1,2,3,1,0,0,1,0,0,4,3
46 - Μεσσηνίας,147 E.T. Δήμου Καλαμάτας,565,335,0,5,5,330,108,11,3,29,28,19,5,57,134,33,22,58,23,12,0,41,11,6,2,3,2,4,26,10,0,2,9,5,1,4,21,5,3,1,1,2,2,4,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,8,2,0,3,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,8,1,0,0,3,2,5,2,2,1,1,1,4,2
46 - Μεσσηνίας,148 E.T. Δήμου Καλαμάτας,248,104,1,1,2,102,39,4,1,17,9,3,1,25,34,7,6,18,7,6,6,6,2,0,2,1,0,0,3,2,0,1,0,1,0,0,16,7,15,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0
46 - Μεσσηνίας,149 E.T. Δήμου Καλαμάτας,344,138,3,1,4,134,43,4,1,14,10,10,2,28,54,5,1,39,9,5,0,16,4,2,1,1,1,1,5,4,0,0,3,0,0,0,19,9,17,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
46 - Μεσσηνίας,150 E.T. Δήμου Καλαμάτας,390,252,2,0,2,250,83,3,3,12,19,9,5,43,106,16,24,51,7,9,0,32,9,1,0,0,0,9,15,8,1,1,2,5,0,7,11,1,5,3,2,0,1,1,1,0,0,0,0,0,0,0,3,1,1,0,0,1,1,1,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,2,1,0,5,3,1,0,0,0,0,0,0,0
46 - Μεσσηνίας,151 E.T. Δήμου Καλαμάτας,359,198,1,0,1,197,79,4,3,32,19,19,4,44,65,20,8,29,9,13,0,14,4,2,1,0,0,1,6,6,0,0,0,4,1,0,30,23,28,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,2,1,1,0,2,0,2,0
46 - Μεσσηνίας,152 E.T. Δήμου Καλαμάτας,590,325,6,0,6,319,131,16,11,18,58,14,6,56,118,13,20,55,18,16,0,40,15,7,0,1,1,6,12,6,0,2,7,2,0,0,7,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,4,4,0,2,0,0,1,0,14,2,3,2,3,4,0,0,0,0,0,3,2,2,0,0,2,0,0,5,2,2,2,0,1,3,2,2,0,0,0,2,2
46 - Μεσσηνίας,153 E.T. Δήμου Καλαμάτας,518,285,5,2,7,278,85,7,3,31,25,12,5,52,113,15,39,41,20,18,0,40,12,7,0,0,4,9,25,19,0,0,11,4,0,10,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,1,1,0,9,2,3,3,1,2,0,0,0,0,0,4,4,1,0,0,1,0,0,16,7,1,2,6,6,1,1,1,0,0,0,3,3
46 - Μεσσηνίας,154 E.T. Δήμου Καλαμάτας,404,276,6,1,7,269,67,6,6,19,24,11,2,28,151,25,17,72,38,13,0,58,10,6,3,2,1,4,9,3,2,0,7,1,0,0,5,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,3,0,0,5,0,1,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,9,1,0,1,2,3,6,1,0,0,1,0,0,0
46 - Μεσσηνίας,155 E.T. Δήμου Καλαμάτας,498,345,6,2,8,337,106,3,7,17,36,12,1,59,190,32,28,91,48,13,0,46,5,1,0,1,1,1,11,6,1,0,4,0,0,2,6,4,2,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,2,0,0,0,0,0,1,1
46 - Μεσσηνίας,156 E.T. Δήμου Καλαμάτας,353,240,4,2,6,234,66,6,4,20,19,11,3,30,120,15,26,46,27,21,11,34,9,1,2,0,1,2,8,1,0,2,5,1,0,1,4,2,1,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,8,0,0,2,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,10,5,1,1,2,1,1,0,0,0,0,1,2,0
46 - Μεσσηνίας,157 E.T. Δήμου Καλαμάτας,527,291,1,1,2,289,93,8,3,22,29,19,5,58,133,20,31,71,36,14,0,30,6,4,2,1,1,1,20,12,0,1,7,1,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,16,1,1,5,3,3,0,0,0,0,0,1,0,2,0,1,0,0,1,6,1,2,0,0,1,3,0,1,0,1,0,4,2
46 - Μεσσηνίας,158 E.T. Δήμου Καλαμάτας,285,114,3,0,3,111,22,0,2,8,7,2,1,8,77,15,11,40,11,33,0,26,1,0,0,0,0,0,3,2,0,1,1,2,0,0,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,159 E.T. Δήμου Καλαμάτας,240,107,0,2,2,105,38,1,1,7,13,5,1,23,56,2,4,34,1,31,6,17,1,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,160 E.T. Δήμου Καλαμάτας,420,276,4,2,6,270,91,4,5,33,14,22,5,56,131,18,35,56,25,25,0,28,5,2,1,1,0,1,3,1,1,0,0,0,1,1,11,4,5,2,0,1,3,3,1,1,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,10,5,1,5,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1,11,4,2,0,3,2,2,0,0,1,1,0,0,0
46 - Μεσσηνίας,161 E.T. Δήμου Καλαμάτας,399,265,0,3,3,262,97,8,12,18,26,14,5,42,106,22,38,54,7,15,0,27,8,5,1,1,1,2,5,1,0,0,2,1,0,1,8,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,13,8,2,5,3,5,0,0,0,0,0,1,1,2,1,0,2,0,1,10,1,0,1,2,2,4,4,0,0,0,4,6,1
46 - Μεσσηνίας,162 E.T. Δήμου Καλαμάτας,420,296,1,2,3,293,82,1,2,37,25,18,10,41,146,30,49,67,15,17,0,45,3,1,0,0,0,1,21,11,1,1,9,3,1,7,7,5,1,3,0,0,0,1,1,0,1,0,1,0,0,0,3,1,0,2,0,1,0,0,0,0,0,0,0,0,17,2,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,2,1,4,1,0,0,1,0,0,0
46 - Μεσσηνίας,163 E.T. Δήμου Καλαμάτας,393,171,3,0,3,168,58,0,1,39,7,3,0,29,69,11,14,33,14,8,0,34,9,1,4,2,1,5,11,1,0,8,2,0,0,1,15,9,15,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
46 - Μεσσηνίας,164 E.T. Δήμου Καλαμάτας,206,92,0,1,1,91,34,3,1,11,15,10,1,14,33,3,0,16,5,10,10,8,4,1,0,0,1,1,3,2,0,2,0,0,0,0,11,4,10,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,165 E.T. Δήμου Καλαμάτας,504,310,4,1,5,305,81,9,6,14,32,17,2,48,136,24,21,69,34,27,0,34,13,9,5,1,1,6,17,5,0,3,5,0,0,1,11,7,4,1,1,2,1,2,7,2,3,1,0,1,0,0,6,1,3,1,0,0,0,0,0,0,0,0,0,0,13,2,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,1,8,2,1,1,1,0,1,0
46 - Μεσσηνίας,166 E.T. Δήμου Καλαμάτας,441,246,6,0,6,240,90,9,4,9,28,12,5,35,126,34,11,61,28,31,17,26,7,3,0,1,1,3,6,0,0,2,4,0,0,0,4,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,167 E.T. Δήμου Μεσσήνης,385,154,3,1,4,150,42,3,1,8,12,3,1,32,58,1,6,28,10,5,0,22,5,3,0,0,1,3,19,8,0,1,9,6,2,0,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,6,2,0,3,0,1,0,0,0,0,0,0,0,3,0,2,0,2,1,6,2,1,1,1,3,1,0,0,0,0,0,2,1
46 - Μεσσηνίας,168 E.T. Δήμου Μεσσήνης,519,288,1,0,1,287,88,5,20,20,23,8,0,48,115,7,21,44,18,22,0,0,6,3,0,1,1,1,36,2,2,2,24,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,1,0,0,0,8,3,3,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,1,0,0,6,2
46 - Μεσσηνίας,169 E.T. Δήμου Μεσσήνης,597,291,3,5,8,283,102,13,3,33,17,13,6,70,122,13,29,43,31,18,0,35,5,3,2,0,1,2,19,6,0,3,0,9,7,0,9,3,3,1,1,1,1,1,4,1,1,0,1,1,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,14,9,0,4,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
46 - Μεσσηνίας,170 E.T. Δήμου Μεσσήνης,393,156,6,2,8,148,56,3,0,15,19,6,1,44,39,0,7,14,9,1,0,18,2,1,0,0,0,1,21,15,0,1,7,2,0,6,6,1,2,1,2,0,0,0,3,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,2,3,1,0,0,0,0,0,2,1,1,0,1,0,1,0,3,2,0,0,0,0,1,1,0,0,0,0,3,1
46 - Μεσσηνίας,171 E.T. Δήμου Μεσσήνης,488,229,3,2,5,224,70,8,5,18,17,11,6,25,97,11,14,63,20,6,0,32,7,3,3,1,0,1,13,5,0,0,6,3,2,1,15,5,5,1,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,7,5,1,1,1,2,0,0,0,0,0,5,1,0,0,0,0,0,0,5,0,1,0,1,0,1,0,0,0,0,0,2,2
46 - Μεσσηνίας,172 E.T. Δήμου Μεσσήνης,295,145,0,0,0,145,18,2,1,4,4,0,3,8,107,16,18,60,33,14,0,26,2,1,2,0,0,0,8,4,1,1,2,4,1,1,5,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
46 - Μεσσηνίας,173 E.T. Δήμου Μεσσήνης,284,154,1,0,1,153,41,2,2,6,18,7,2,20,78,8,12,42,17,28,0,22,7,0,2,1,1,1,15,7,0,0,2,9,2,0,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,1,0,0,0,0,0,0,0
46 - Μεσσηνίας,174 E.T. Δήμου Μεσσήνης,451,252,1,2,3,249,67,6,2,8,21,12,0,39,136,24,6,103,10,10,0,24,3,0,1,2,0,1,13,5,2,2,7,1,0,3,5,2,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,6,4,0,1,2,2,1,0,0,0,0,1,5,3
46 - Μεσσηνίας,175 E.T. Δήμου Μεσσήνης,460,226,7,3,10,216,67,7,3,13,27,6,1,43,100,10,10,74,13,8,0,20,4,1,2,2,0,2,15,9,0,0,4,3,0,5,9,4,0,0,1,1,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,6,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,1,0,0,0,0,0,0,5,2
46 - Μεσσηνίας,176 E.T. Δήμου Μεσσήνης,169,96,0,1,1,95,15,0,0,2,2,0,1,10,62,6,5,39,18,8,0,26,7,0,2,0,0,3,4,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,177 E.T. Δήμου Μεσσήνης,189,95,0,0,0,95,38,5,0,16,8,7,3,9,49,9,1,27,11,12,0,16,2,2,0,0,0,0,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,178 E.T. Δήμου Μεσσήνης,560,308,1,2,3,305,110,6,5,24,29,15,4,54,122,9,13,76,19,15,0,98,19,3,3,5,1,6,28,13,1,1,5,14,2,2,9,2,2,0,0,0,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,1,3,0,0,0,0,0,1,0,2,0,1,2,0,1,4,1,0,1,1,1,2,0,0,1,0,0,2,0
46 - Μεσσηνίας,179 E.T. Δήμου Μεσσήνης,399,254,3,4,7,247,73,1,4,12,11,15,1,33,131,2,5,114,5,3,0,12,4,2,0,0,1,4,6,3,0,0,1,1,0,0,17,3,4,0,1,12,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,2,0,0,0,0,0,0,5,1
46 - Μεσσηνίας,180 E.T. Δήμου Μεσσήνης,363,175,1,2,3,172,44,8,4,9,7,13,2,22,85,8,3,42,8,26,0,29,6,1,0,1,2,5,6,2,0,2,5,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,13,6,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,1,9,0,1,2,2,7,0,0
46 - Μεσσηνίας,181 E.T. Δήμου Μεσσήνης,408,175,0,2,2,173,40,3,5,6,7,6,2,19,83,13,9,47,13,16,0,29,13,1,0,1,7,11,11,3,1,1,5,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,1,1,1,0,1,0,9,3,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,2,6,0,0,0,0,6,1,1
46 - Μεσσηνίας,182 E.T. Δήμου Μεσσήνης,245,114,1,0,1,113,22,4,0,2,11,1,0,10,45,0,3,30,12,4,0,10,5,1,0,0,0,2,4,3,1,0,3,1,0,0,7,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,21,3,0,2,1,18,1,0
